order_id,payment_sequential,payment_type,payment_installments,payment_value
948220ec-9966-40b3-8231-f16b7fc4bd3f,1,credit_card,3,246.61
455dc614-0301-406c-94a1-c8a6ec2597eb,1,credit_card,4,476.83
2a8cbefe-cdef-4f07-8553-c66b76f1a8e8,1,credit_card,9,216.83
9d254068-5fca-4b85-9c34-d92602a49e9a,1,credit_card,7,126.83
81eaa853-c415-4467-a0a5-5b8eaee0ba17,1,credit_card,3,240.45
9cb11b59-1245-4606-996f-b6ceaf31dee8,1,boleto,5,315.59
3080e036-502f-4df3-9ffd-1d40c41e63d4,1,credit_card,4,218.2
7f309761-72bc-491a-ae8f-191fc9bbdda4,1,credit_card,4,417.9
e75db776-b3b5-4b5c-9fb8-d4b841e39149,1,credit_card,3,478.89
a27921f6-6d58-45e0-a5b2-e4c52e8139fe,1,credit_card,2,118.22
f297ca6e-28f3-4754-b58e-5535a86e45c6,1,credit_card,7,346.7
51084482-bdb7-4a79-9905-01f8e0ad8c81,1,credit_card,10,275.01
2f5b46f7-449c-430d-bbb1-1ffe6a036e2f,1,credit_card,2,266.46
7962e5a8-7f7d-4604-abd9-216573cd3e91,1,credit_card,1,240.17
28f6f012-2ba5-4631-8b77-624651a3dfe4,1,credit_card,8,139.87
27530c4a-9136-4ea8-9bd3-494be97c0337,1,credit_card,3,171.33
e2c53f4d-149f-45e3-ab19-b289047d4bc7,1,credit_card,9,443.66
156e57f8-8af0-4f0c-996b-0c6f663cf258,1,debit_card,5,157.32
22421baa-9ac6-4e25-8f3c-c829244a603e,1,credit_card,8,196.08
929cc513-5e6f-46b9-a774-65af071c641d,1,credit_card,7,287.82
26a1ff29-285c-4cb9-ad6d-216db9a1f8c5,1,credit_card,6,420.61
12431159-1df5-4402-892c-a61297affdcd,1,credit_card,5,482.16
f47e2c3e-dd5c-4525-ac8f-3b6252949fbd,1,credit_card,3,38.39
37e6daaf-6917-4c82-84c3-4aebedced19f,1,credit_card,2,412.85
5157cf3e-9766-4d43-a6d1-89220ac33b9c,1,credit_card,7,495.5
b37d5941-aa32-4d19-81e8-4c4a50d8929c,1,credit_card,2,423.77
6f969845-3b8b-4bf7-a6f8-197e94e17c88,1,credit_card,6,53.1
b85f20e5-ab1a-40c5-b699-04423e8e9f65,1,credit_card,4,77.12
689a5f90-a550-4af1-a777-a40bcff716ad,1,debit_card,9,398.25
b9042b4e-9f57-4ce3-93a0-85ec2c1fd0db,1,credit_card,9,122.8
f4366b12-c391-4f93-aa01-2ab94bf1d7a8,1,credit_card,5,74.21
6081f8de-6e74-445d-8af1-5cc22e0cf801,1,debit_card,2,449.94
425b8476-a9ca-4237-95d1-45d21374975f,1,boleto,9,84.34
a574625f-06ed-4b11-83ad-e32f9f9dda0d,1,credit_card,1,386.17
18db494a-56f2-4e96-8d1d-122aab37ff0a,1,credit_card,7,300.82
1b625489-b94e-42be-b46b-544c31ccd55c,1,credit_card,1,160.13
c2a1ea12-89ce-4b51-a79a-80da3918d757,1,credit_card,7,150.77
45c9db9b-0b29-4c3a-8a5a-c47dd9f0fa1f,1,credit_card,10,81.78
d9da9362-da06-4439-88d0-94a992eae3b6,1,credit_card,9,351.1
28336002-db04-4d89-b451-c12b3975864c,1,credit_card,10,495.57
156de288-a472-4ca1-91a4-e006107187d9,1,credit_card,6,107.53
18280e61-26de-4caf-99ba-9cdb2d4177f0,1,credit_card,7,454.21
c8386cbc-2c42-458b-942e-937cf3234331,1,credit_card,4,55.34
4bcb68bd-bfca-49d8-9f42-cf6b138664e3,1,credit_card,1,329.07
e228d8e4-e964-4172-a9a9-bd7682e89b5e,1,credit_card,9,196.76
89cfc27c-5f5b-487e-b613-17391cd6cf0d,1,credit_card,3,296.4
8b1ee01c-6f79-429e-9ea6-a37e2755d942,1,credit_card,3,496.08
fdce9d79-7fdf-46ae-8929-3c776acac286,1,debit_card,2,120.15
0228de49-e4c4-473c-8c46-bad866c64e18,1,credit_card,1,475.17
1c179c69-9535-49c6-8379-b61d1a9e82f5,1,credit_card,8,237.38
8e67d7d8-431b-4c70-93a3-b34e87e504ce,1,boleto,7,108.36
4f2e8a08-63b3-4fd0-8ef9-0bcc8988266f,1,credit_card,6,490.43
22315476-c005-4539-8e3b-744ffd236d28,1,boleto,4,306.56
003eea09-ac78-4ec5-9639-d8aad650e1f3,1,credit_card,8,82.12
2d7b3702-6365-498b-8b6b-b8fe0ae689d6,1,credit_card,1,36.13
ea628d3d-80a2-4679-ad95-e82991eca6b7,1,credit_card,8,376.64
a3666154-7136-49e5-bf71-a837eeb44055,1,credit_card,7,42.85
d4f7f15f-3e9a-44fb-bafe-378086403806,1,credit_card,3,494.51
c6a3e5d4-53c9-4c60-8551-e6e8504d39e0,1,boleto,8,381.18
a3473f18-6341-4840-b5b3-029abc9b944f,1,credit_card,2,158.5
dec67e8f-f21b-46e3-8822-02f966d78e18,1,credit_card,3,321.16
c66b0a01-4f90-4410-bfba-290b66383fa3,1,boleto,2,235.29
6f72bb3c-9885-4990-9e66-8738becfa316,1,credit_card,6,280.66
4bd363b4-37bb-4154-a119-e1c1b9668355,1,credit_card,5,193.54
9c4ab63d-1c9e-4844-ae27-a7f7a893b7e0,1,credit_card,9,235.15
6fa579d0-ee1f-48ac-b701-001e2412a2ab,1,boleto,3,350.5
1339ff4a-2dd5-4005-a513-9dd0cf048f3a,1,credit_card,2,218.53
4e3e4f5f-0461-4c71-aeda-833f317ca102,1,credit_card,1,90.02
48c95572-0ba4-4fdb-905f-ef51b0af70d2,1,boleto,6,331.52
882a6ff5-40c0-43fc-9c9a-9d7d29c09a85,1,credit_card,8,433.25
1cde5b69-f8fb-44f3-8bbc-04a3378a91e6,1,credit_card,5,183.79
f00a8b85-7c50-4ef8-bb94-c73b480a202f,1,credit_card,9,49.81
917f8389-e146-42b4-aac2-e8ad82d621dd,1,credit_card,10,294.17
dda7c33a-b334-4e5b-9ca3-aa0ac5c19ddb,1,credit_card,2,78.38
dcd9f69f-7897-49ef-970d-5c131ca691e1,1,debit_card,5,403.05
d34c41f2-2746-4fa4-b24e-b58d9d70773e,1,credit_card,7,340.48
9c025145-968f-4658-a800-155dc2a663d6,1,credit_card,7,269.51
47165e93-9ceb-4b43-ba0d-38759814697c,1,credit_card,5,154.83
18b685c5-86df-405b-b0ce-beff934b45a8,1,credit_card,10,220.66
b2c4606b-8381-423f-a92f-aba1a6d50103,1,credit_card,7,306.77
8caf7d2a-bc40-47fa-9c63-86f732fc5015,1,voucher,1,81.16
e00c04a3-3826-4d58-8e98-686d051852dc,1,credit_card,7,348.07
055c1cac-68ea-4d22-ac18-77826e96f611,1,credit_card,6,374.83
2b080b7e-bec0-44b8-b02d-25b4bcccd4b3,1,credit_card,7,319.09
0160c1c4-0ff8-484c-808b-a779b4cb8396,1,credit_card,1,91.62
bf7ca627-325b-4c88-afad-d4b5590bbfbc,1,boleto,3,239.55
31821fde-562f-42e8-8a0b-b8e4294a8a71,1,boleto,1,432.82
df7ad7b0-3044-4297-a562-33548b41bcd9,1,credit_card,3,419.81
a1be3068-525f-48eb-80fc-3ce318ab202b,1,voucher,8,95.29
2df11e76-cf42-4e0a-939e-832e0be1bd38,1,credit_card,4,398.98
878ab369-e2e4-4a01-be88-98974528bbd1,1,credit_card,2,117.89
b5b46dcd-8cc1-4036-bc25-3eb3e62e54eb,1,credit_card,7,114.45
8d9b4935-5af3-40a4-af70-f8b6007d3d37,1,credit_card,4,191.1
6afd7346-ecc6-4033-a96e-44d5b069acba,1,debit_card,7,82.58
2bc12824-9dae-4912-8f70-ea88d7aae31f,1,credit_card,6,185.26
c46e30a4-9086-4124-8742-2b51a8f4c2dc,1,credit_card,2,362.95
737b6961-0f44-46f1-8ffc-93bf9c88f367,1,boleto,4,113.62
6ea45e17-b28f-48c6-88b3-092265ea60d8,1,credit_card,5,440.06
c19bfe2a-7517-4bfa-9298-345c29fcd3e2,1,boleto,3,469.55
db986cde-3e7b-45a3-aefd-f1cf6fa760a9,1,credit_card,7,145.35
8e499061-d805-4a2b-ad64-36ea3a25be44,1,credit_card,6,443.45
e1cbad85-34f1-4153-a3b8-9773fe318a9e,1,voucher,7,475.0
e498d1a8-9c02-4ab7-8068-f766df40ae0a,1,credit_card,7,458.24
e1fcd171-ca23-492c-ac55-317362a73ff5,1,boleto,1,257.17
d086d4d6-36e8-43bd-b42f-4b08f5b16d2f,1,credit_card,4,253.37
bf3a5509-e66e-4ec5-a852-833e7bd0a126,1,boleto,10,335.11
a28f57d0-5612-4d53-8172-d09d15534416,1,credit_card,6,466.46
f6a64d7f-a190-48e4-a21e-2ae41d3208db,1,credit_card,5,268.18
c002c999-cfb3-4320-a9bd-b5118ad634a7,1,boleto,7,442.9
2d520b16-6709-4d55-8499-43ced3c0331b,1,credit_card,8,49.71
3f71edab-1ad1-46d6-b472-bd8465cc59d6,1,credit_card,8,35.48
f712e813-4e01-409d-8d59-b3636f1e2050,1,boleto,9,336.48
f92031df-0035-4555-9bd1-2715c6e79a7b,1,credit_card,6,133.54
a9f05ec4-27b1-45f6-b09b-7234130aef28,1,voucher,5,393.63
337ceef0-2827-47c0-8a85-a82c817ed3f4,1,credit_card,3,34.64
9bd89990-b786-434b-b9c1-801be66aeaff,1,credit_card,7,315.21
8a626b5c-ac4b-4dbd-9961-da1f2700b560,1,credit_card,3,45.59
f8876d7d-bb28-43b1-8212-f5dfd961cea0,1,credit_card,8,27.72
2fd46a8e-e5d0-4bcf-996d-88dc394b5576,1,credit_card,8,225.32
ba735eb2-999f-46eb-bcb7-60a97609c580,1,credit_card,1,74.18
7a14330b-8742-4586-9034-794edb2be1be,1,credit_card,8,362.33
c3a623ce-f019-4ca2-b54f-ae0b534b3dbb,1,credit_card,10,37.08
05109ebf-b347-4d7b-b0e3-b50fbc7d0e39,1,credit_card,10,277.12
7b769a50-e549-44ae-b3e2-05de67f396b4,1,boleto,1,348.54
a69083d0-1850-447b-a2b9-7bbf7e35cb46,1,credit_card,10,258.91
a10ff3db-c169-4add-ac28-6e650b1f7526,1,credit_card,1,129.2
94fe0779-d355-452e-9ec7-a8f6b92d933d,1,boleto,2,282.72
e61b4afc-a282-44df-819b-2b5d2ac3aafc,1,credit_card,5,115.99
19b72aaa-85cc-4c2d-89c9-3243ef30681c,1,debit_card,2,311.45
4432dbd0-d02f-4905-a778-f14edb36840c,1,credit_card,2,248.06
9f04fdd0-1337-47c0-8533-fd1e3f532270,1,credit_card,7,303.34
71d0f4fd-9b50-4cd7-b793-231f209f9f95,1,credit_card,6,383.8
75ecc919-1de5-4888-a8e5-7a79f4dea863,1,boleto,3,110.95
1c54cdb8-b1dd-4dbb-80cf-9dc7eb108621,1,credit_card,8,122.79
6b4388f5-97ea-4d52-b84d-ca4b5a332b7d,1,boleto,10,442.9
a4ac2176-8882-4b82-9a6d-33da945dbe02,1,credit_card,2,251.32
4c8545c1-b159-48a4-8a80-24293f381a63,1,credit_card,10,125.19
2d9e3145-7f5a-417a-a926-550e5995e5f4,1,credit_card,8,214.82
fd9ced09-0442-46cf-acf1-4cbebc033a02,1,credit_card,4,80.03
2692a7e6-bb5c-4587-9268-9ad4b7584252,1,credit_card,10,223.02
5e5f27a9-607a-43ea-a40a-c369b3953089,1,voucher,5,432.57
66357eda-d26c-496c-b40e-285fb2288b79,1,credit_card,10,273.84
2bba86f4-c383-4cda-a26c-c54d88ab7afd,1,credit_card,7,85.29
93229023-5a99-4017-9eb0-4c839c9425d8,1,credit_card,6,208.65
52dc383c-236b-412c-981d-8b09d455b87e,1,boleto,2,230.61
9de2d8ca-4edc-4a08-b442-853a72be5fb8,1,debit_card,5,426.16
e41fba4b-90c4-457a-97da-6c2381d9cff9,1,boleto,7,316.76
537e95ed-57ea-4fa6-a99a-19fbf3d210db,1,debit_card,3,46.59
abd14dd5-45d8-4a45-9a33-36ee39385322,1,boleto,3,258.69
024ff385-a2ef-4b77-a0d6-9a596f6656b4,1,debit_card,1,203.26
4c40a716-bcf8-4a8f-b1c0-1cb1c395428a,1,credit_card,4,190.35
dc954d75-944f-42fc-a2f1-e7d4e2f7da51,1,credit_card,4,53.32
44a3521a-71ee-4a51-85c0-e8c69b9abb6d,1,credit_card,8,280.31
c3cc0aac-2489-41f4-b9a5-5d6fa09d63de,1,credit_card,7,53.6
971ba682-6c4d-4810-a979-35329e0a294e,1,credit_card,10,447.02
101c1fa0-4df4-4d1f-bf3c-6eb0fd0be52c,1,credit_card,4,187.48
9e6579a5-92f7-482a-b018-6dcec3b44bae,1,credit_card,9,131.17
8ffbcc0f-0587-49f3-bc03-af356577aba9,1,voucher,2,378.81
9864dc1a-c827-4dd9-8da1-843900fc21fd,1,credit_card,4,198.68
ae01d882-af9d-4df0-8e97-20a0751095ed,1,boleto,7,317.38
5a18f557-8f24-43da-8141-c9c57f7eedaa,1,credit_card,9,318.18
922ba6f1-d9c1-45fd-9e28-984faf826da0,1,debit_card,3,249.83
1344c2f6-469a-4da3-a7d7-3e5748c31385,1,voucher,6,378.62
cd7f9010-318b-4b4e-8251-afd9f41facd1,1,boleto,7,274.95
d8d3ac89-810a-4f84-8d4e-bc4b9bb718a5,1,credit_card,10,91.77
764878d7-6934-4f60-9ccf-b86d4d617ffb,1,credit_card,6,227.6
75557a6c-d6c1-4e57-89fa-485d3e16918f,1,credit_card,6,57.29
57e69df9-a142-470e-b197-e38d84dc5e33,1,boleto,8,46.67
94ded20d-bbaa-40a4-a60f-1b0b34cd510f,1,boleto,2,456.47
1b5869fa-8880-4906-8ef5-16c88953cabc,1,boleto,7,426.0
c6c286af-4aff-4799-a17d-7629ff4b3804,1,credit_card,3,400.93
43e587b9-0728-44aa-88a0-d69a95935df6,1,credit_card,6,129.97
cad67b77-0287-4139-90e7-ceb84a3e7903,1,credit_card,7,130.02
a3d7ad9b-a9b2-4770-aaaa-93949adc8fe3,1,credit_card,8,288.11
e036f00d-64fd-4a37-8e63-5ae083c7f1d9,1,credit_card,9,85.05
2bc030e4-f700-4428-93a0-730b0289a49c,1,credit_card,1,104.52
fc90d88a-e33b-43e0-95f0-0f271e46c88e,1,boleto,4,304.64
23b8f542-6602-4be3-a9fd-a2560809c464,1,credit_card,9,84.12
658ea17a-0a01-4177-b56c-1d0ff60fdbf2,1,credit_card,9,420.34
9a117c5a-8d89-47fb-8a35-718466747987,1,debit_card,2,338.54
d7018ade-04a0-4599-8fab-3b92e6d7e558,1,credit_card,1,411.76
88de4047-4543-446b-addc-37928b5b73df,1,credit_card,1,148.98
85243095-5bcb-41f3-80ae-802fd5647056,1,credit_card,8,176.1
0023b3a5-38b0-42da-852a-05701ab84c1b,1,credit_card,8,332.55
92b8ef90-8a24-4be1-a094-19818e687e83,1,credit_card,1,90.08
aa6cfab9-dffb-4d37-b0a0-d16d8e382a3d,1,credit_card,4,379.33
7b82ff4c-5473-4446-8a88-bdd7cdf392f9,1,credit_card,7,396.87
