order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
9c6675cd-b939-4e8e-a5fc-57c710681724,f4672866-ed56-42a0-ad54-ff2b10ee4f77,delivered,2017-09-21 16:52:00,2017-09-21 17:36:00,2017-09-24 17:36:00,2017-10-02 17:36:00,2017-10-11 16:52:00
d2ad8a48-0dfa-44c9-910a-f69d3933c2ed,b6f6dbf1-d6d4-41cc-995d-82f8ee4a9b5d,delivered,2018-03-18 01:01:00,2018-03-18 02:42:00,2018-03-19 02:42:00,2018-03-25 02:42:00,2018-04-10 01:01:00
bcbf7a3d-e5b1-4208-a435-17e00702c1db,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7,delivered,2018-06-28 10:31:00,2018-06-28 10:41:00,2018-07-01 10:41:00,2018-07-08 10:41:00,2018-07-23 10:31:00
22e8843e-1b4c-40a7-9b13-d748dfe88339,8f15ba58-fce6-4504-87f8-424daae65fc1,delivered,2017-08-12 14:27:00,2017-08-12 16:10:00,2017-08-15 16:10:00,2017-08-20 16:10:00,2017-08-28 14:27:00
bbdcdd1f-343b-49ce-9d63-734cc75e769c,1df05d18-4e2d-4255-bd13-1a3d1e2c2e7d,delivered,2018-02-07 01:00:00,2018-02-07 01:18:00,2018-02-10 01:18:00,2018-02-20 01:18:00,2018-02-21 01:00:00
dbc4ccdd-5554-4bb9-b622-f59add20525e,317046b9-3080-4a5d-a2a5-0eec881af04f,delivered,2017-09-01 11:01:00,2017-09-01 12:09:00,2017-09-04 12:09:00,2017-09-07 12:09:00,2017-09-22 11:01:00
875d24cb-5b32-4b4e-9d44-051b64bb419d,e49d681d-51d8-4c64-95fa-1ab8458f1f19,delivered,2017-03-23 07:57:00,2017-03-23 08:09:00,2017-03-25 08:09:00,2017-03-31 08:09:00,2017-04-06 07:57:00
30b874e1-6440-4fef-984b-bbbab4fc8fdd,0b3d6dc9-616f-460a-8ce3-77d760f11528,delivered,2018-07-29 03:37:00,2018-07-29 05:23:00,2018-07-31 05:23:00,2018-08-03 05:23:00,2018-08-15 03:37:00
a0c4e637-565e-47b8-9514-e86e54ad2b86,80daa8ca-6230-4d27-9a4b-160621019bff,canceled,2018-03-11 14:24:00,2018-03-11 15:08:00,2018-03-12 15:08:00,,2018-03-27 14:24:00
f6be5f8c-78aa-4c52-96ee-e772ad735097,73d12f3e-5860-44f4-9f70-b9511038f676,delivered,2018-01-22 01:33:00,2018-01-22 02:22:00,2018-01-23 02:22:00,2018-01-28 02:22:00,2018-02-08 01:33:00
6e247a6b-f09e-40d0-8e2d-33d00097d5f0,966be275-c2fe-4954-8dfd-9531302b7831,delivered,2017-01-30 11:39:00,2017-01-30 13:22:00,2017-01-31 13:22:00,2017-02-02 13:22:00,2017-02-23 11:39:00
ec35ed88-1431-4083-8e60-cadaf889c78a,439db29d-4bc8-4c16-ba2f-bd74fd1935cc,delivered,2017-09-25 13:08:00,2017-09-25 14:34:00,2017-09-26 14:34:00,2017-09-29 14:34:00,2017-10-06 13:08:00
f1c3020d-37e9-4ea4-9c07-23c492dba65f,a8cfe589-9dc8-4e1a-940e-7d01735d88f3,canceled,2017-09-10 06:20:00,2017-09-10 06:36:00,2017-09-11 06:36:00,,2017-10-03 06:20:00
5c497ad1-b4b0-4014-82d6-e3c8119bd998,7d4ed26e-dcd5-4fae-abb3-16a743299780,delivered,2018-04-02 11:35:00,2018-04-02 13:22:00,2018-04-03 13:22:00,2018-04-11 13:22:00,2018-04-25 11:35:00
426664cf-306c-4d84-8c60-507b8d73f2a6,7b6c7129-cd63-4ba8-b03c-664b3abf9c65,delivered,2017-12-10 00:04:00,2017-12-10 00:48:00,2017-12-11 00:48:00,2017-12-20 00:48:00,2017-12-23 00:04:00
634c842f-6584-4875-93c7-0de6b21d856b,7b90942f-973b-4977-a946-28206a80cac2,delivered,2018-08-07 09:10:00,2018-08-07 10:07:00,2018-08-10 10:07:00,2018-08-16 10:07:00,2018-08-28 09:10:00
390ae185-128d-4b82-95ab-1a4738a6484c,4c955f6a-966b-4964-bcd6-bdca5876fd09,delivered,2018-03-19 09:11:00,2018-03-19 10:38:00,2018-03-21 10:38:00,2018-03-26 10:38:00,2018-03-30 09:11:00
5ef8fa9b-8cfc-454b-8ac3-1e08ef3e9770,73dd3bc6-d064-45a8-9bd2-9cb108453b2f,delivered,2017-11-14 14:47:00,2017-11-14 15:47:00,2017-11-17 15:47:00,2017-11-22 15:47:00,2017-11-25 14:47:00
4bef82f1-3467-43fb-a290-8a400c4d862e,93423b4f-8add-46f9-9ccc-e19ff2335074,delivered,2017-03-22 15:23:00,2017-03-22 15:47:00,2017-03-23 15:47:00,2017-03-31 15:47:00,2017-04-15 15:23:00
d42d2055-30c4-41e6-aefe-4238e3e7589e,69b6f3b7-fe5b-4fc9-80b4-f6d67ef6775b,delivered,2017-12-17 01:36:00,2017-12-17 03:17:00,2017-12-18 03:17:00,2017-12-21 03:17:00,2018-01-04 01:36:00
abb62c94-eecb-443b-a856-9821684b1568,18f1a1e4-1d30-4290-b3d9-2aceb7461b72,delivered,2017-02-04 09:10:00,2017-02-04 09:38:00,2017-02-07 09:38:00,2017-02-15 09:38:00,2017-02-24 09:10:00
dba4444b-0892-40fd-a2bf-52d3bda91c8a,24108e9a-3f77-4cae-b318-b96d44790612,delivered,2017-01-14 15:23:00,2017-01-14 16:54:00,2017-01-17 16:54:00,2017-01-26 16:54:00,2017-02-04 15:23:00
751ffc03-4f5d-4423-b1e5-266a3fa83ff8,b8943df8-c9ab-4a91-9674-b9e20e5995aa,delivered,2018-03-16 01:05:00,2018-03-16 01:24:00,2018-03-18 01:24:00,2018-03-25 01:24:00,2018-03-27 01:05:00
68157607-43df-4c14-aee0-66ca4af1ff74,7d76ab58-b271-415b-8af0-9ec34b726a7c,delivered,2017-08-08 13:54:00,2017-08-08 14:07:00,2017-08-11 14:07:00,2017-08-19 14:07:00,2017-08-20 13:54:00
04ca9bf5-1b97-4060-a7f1-24563539bd22,6e935615-38da-4a90-970f-ad328135f15a,delivered,2017-12-04 02:08:00,2017-12-04 02:29:00,2017-12-07 02:29:00,2017-12-10 02:29:00,2017-12-28 02:08:00
73652790-a9cd-4750-bb63-be004d1f3b9a,b4746349-49fc-4cd8-856b-ad4c4c3077c4,delivered,2018-06-05 01:12:00,2018-06-05 02:16:00,2018-06-06 02:16:00,2018-06-14 02:16:00,2018-06-20 01:12:00
8122a1db-6a6a-48b2-9456-8b74b6d62dfd,49c3f48b-f881-4f18-9f34-fd6c7bf75b57,shipped,2018-05-28 14:50:00,2018-05-28 15:07:00,2018-05-30 15:07:00,,2018-06-13 14:50:00
cd0e1708-acbf-41d4-b172-0b65bdcfc42b,2812859a-1337-439e-8d4f-5d272c7f0b79,delivered,2017-01-25 03:26:00,2017-01-25 05:23:00,2017-01-26 05:23:00,2017-01-30 05:23:00,2017-02-15 03:26:00
d25163ad-c80b-4bd7-a570-50eea874d557,88addab1-d765-4a18-a4d4-66ebbf74531c,delivered,2017-01-17 01:42:00,2017-01-17 01:52:00,2017-01-19 01:52:00,2017-01-24 01:52:00,2017-01-28 01:42:00
085d07e6-072c-4869-94c9-33f28a4f48b2,585409d9-de22-4c3f-9136-6db15a578607,delivered,2018-07-26 01:00:00,2018-07-26 01:17:00,2018-07-29 01:17:00,2018-08-04 01:17:00,2018-08-20 01:00:00
fd135ac5-e6cf-4f54-8a9d-c28c8d5af123,55273407-7cd2-492f-94b0-0f62c768b07f,shipped,2018-01-31 06:41:00,2018-01-31 07:09:00,2018-02-02 07:09:00,,2018-02-22 06:41:00
b5f4149f-5054-45ba-a6b0-2299f3151b0a,0c90e028-4185-400d-971d-f5fdb38950ce,delivered,2018-06-06 16:58:00,2018-06-06 17:15:00,2018-06-09 17:15:00,2018-06-16 17:15:00,2018-06-16 16:58:00
91af4892-240f-41c4-a5ae-01edb5356bf3,c5828939-058e-489e-909d-97cddb107e7f,delivered,2018-08-15 20:02:00,2018-08-15 21:15:00,2018-08-16 21:15:00,2018-08-21 21:15:00,2018-09-03 20:02:00
c0d5dc17-61a5-4642-87d4-1385dc404104,ec1f41ce-57b9-4dfb-af82-e70cb9644e4f,delivered,2018-05-04 19:32:00,2018-05-04 20:36:00,2018-05-06 20:36:00,2018-05-09 20:36:00,2018-05-24 19:32:00
272a64fa-0cd4-4d15-b592-478d9523175b,7bab1baa-2172-40aa-a44a-913af933a9fa,delivered,2017-05-12 10:30:00,2017-05-12 11:12:00,2017-05-15 11:12:00,2017-05-18 11:12:00,2017-05-31 10:30:00
16f4a6b5-a760-47df-8e01-fa3fe2d8d2e6,8cd74c27-929a-4586-8a37-6c367d94bf10,delivered,2017-12-06 00:41:00,2017-12-06 02:14:00,2017-12-09 02:14:00,2017-12-16 02:14:00,2017-12-20 00:41:00
7cbf66b4-f8e7-4535-a9a4-5be4a589c017,78660765-14f7-4e8d-95bc-b8d04094dded,delivered,2017-05-10 22:17:00,2017-05-10 22:43:00,2017-05-13 22:43:00,2017-05-20 22:43:00,2017-06-03 22:17:00
107d4224-493a-45d2-a3a7-1aee702adf3b,61af0e8e-d137-47e1-8005-353dd76f1e65,delivered,2017-11-24 12:53:00,2017-11-24 13:46:00,2017-11-25 13:46:00,2017-11-27 13:46:00,2017-12-14 12:53:00
fe59189f-3035-4a61-8374-78bd773fbb30,a267d32f-ddcb-44bc-8dbd-c5da787515b9,shipped,2017-09-02 15:08:00,2017-09-02 16:39:00,2017-09-03 16:39:00,,2017-09-19 15:08:00
d76abc03-3534-4521-8d56-4ca1099c3693,73d39457-b25f-43df-b8d4-9848702ba49f,delivered,2018-07-16 19:22:00,2018-07-16 20:57:00,2018-07-19 20:57:00,2018-07-22 20:57:00,2018-08-03 19:22:00
3a772b80-27b8-4178-8ef6-465e518ba376,a9f948b2-4e63-44bb-be49-3f43b118f68d,delivered,2017-08-30 16:24:00,2017-08-30 16:40:00,2017-08-31 16:40:00,2017-09-02 16:40:00,2017-09-11 16:24:00
d5afe4fe-ca97-4dfa-8b3f-99af895c186b,dd23ff41-dae1-4586-a358-755cbc5c3cd8,delivered,2017-05-09 15:41:00,2017-05-09 15:53:00,2017-05-10 15:53:00,2017-05-18 15:53:00,2017-05-23 15:41:00
29d295d6-0c03-46d6-b27e-ec3b5dda5439,3c0a584e-a7cd-43cb-abda-06b220d2b528,delivered,2017-02-11 08:01:00,2017-02-11 08:35:00,2017-02-12 08:35:00,2017-02-18 08:35:00,2017-02-22 08:01:00
9c0851d4-8f20-4a19-90a8-36ae2977fb6e,cb35097a-e5dd-48f1-88a7-38ab0df83e12,delivered,2017-03-06 13:31:00,2017-03-06 15:29:00,2017-03-08 15:29:00,2017-03-10 15:29:00,2017-03-30 13:31:00
640e50e7-6c10-46b3-87c3-c463f1bef588,bf519362-41a6-4fed-a7ed-c8d8713f8f8c,delivered,2018-05-30 09:46:00,2018-05-30 09:55:00,2018-05-31 09:55:00,2018-06-02 09:55:00,2018-06-21 09:46:00
c06947d3-72cd-4dd0-ae61-6bd7569d7aeb,41e0cfaf-52ca-4ced-8526-8f0fc516e394,delivered,2017-01-26 10:18:00,2017-01-26 12:15:00,2017-01-29 12:15:00,2017-02-04 12:15:00,2017-02-14 10:18:00
c0ff0bc4-df44-4bff-bad6-51095636d3b7,25c73c44-3e75-43b4-a64f-a6637e8f8095,delivered,2018-02-22 07:49:00,2018-02-22 08:24:00,2018-02-25 08:24:00,2018-03-06 08:24:00,2018-03-10 07:49:00
32efb83d-28d3-41aa-823f-2471ec1aa530,37f25d36-8bdd-4ee3-b0fd-6672b80f16c5,delivered,2017-09-01 09:33:00,2017-09-01 10:48:00,2017-09-03 10:48:00,2017-09-06 10:48:00,2017-09-12 09:33:00
fe77d9f9-8533-4baf-a22b-853733777a82,5bd93609-b297-4782-bcf4-74aace63cb1a,delivered,2018-02-12 09:08:00,2018-02-12 10:47:00,2018-02-13 10:47:00,2018-02-20 10:47:00,2018-02-24 09:08:00
3bd88e22-cb0f-4b8e-9fa4-ce21273fd952,5c75352c-45cd-496b-8d8a-16f329ce9bfa,delivered,2018-05-27 10:01:00,2018-05-27 11:59:00,2018-05-28 11:59:00,2018-06-01 11:59:00,2018-06-20 10:01:00
226acb48-0428-4ad9-a2e4-0b500262bf90,ccca1e14-c3b8-480f-8440-8e983d53ec43,delivered,2018-08-08 23:20:00,2018-08-09 00:03:00,2018-08-11 00:03:00,2018-08-15 00:03:00,2018-08-29 23:20:00
fdd35eea-92d8-4eb1-a6b9-ce275487452b,fb10987f-20ac-4703-ab67-146a77a6e17c,delivered,2017-06-16 21:15:00,2017-06-16 21:39:00,2017-06-17 21:39:00,2017-06-26 21:39:00,2017-07-11 21:15:00
e0b87731-3454-4a6a-b72c-ba501b993f82,085eb489-4ac6-4780-b874-9f3cc2d49b56,delivered,2018-02-15 17:04:00,2018-02-15 17:55:00,2018-02-18 17:55:00,2018-02-24 17:55:00,2018-02-28 17:04:00
382e80e8-059f-49d7-bacf-0cbf028ccae1,cbc72f1a-cf08-4a54-b429-9924c0986750,delivered,2018-03-31 20:56:00,2018-03-31 22:43:00,2018-04-03 22:43:00,2018-04-07 22:43:00,2018-04-12 20:56:00
77ec1430-6885-4a47-80ee-7a6e32803153,295d6fbf-430f-401d-bad4-09e2a319dcb4,delivered,2017-01-11 00:37:00,2017-01-11 01:02:00,2017-01-13 01:02:00,2017-01-19 01:02:00,2017-01-22 00:37:00
b137d223-bbeb-414b-9156-26bb70e39ecb,fb8fe8c4-d8b4-4ead-9360-8edf382b5b86,delivered,2017-02-28 13:48:00,2017-02-28 14:42:00,2017-03-01 14:42:00,2017-03-11 14:42:00,2017-03-11 13:48:00
6d82bf0b-e6a1-4ff8-ab9a-95851f737931,2c649adf-a998-48e1-b612-41be8b8ce7be,delivered,2017-02-08 15:11:00,2017-02-08 15:55:00,2017-02-09 15:55:00,2017-02-14 15:55:00,2017-02-24 15:11:00
eeccf146-5d7d-40fd-b4cf-b32bc88736e9,7d23d479-9549-4a82-b787-ef8d3495311e,delivered,2018-03-28 13:55:00,2018-03-28 14:13:00,2018-03-29 14:13:00,2018-04-01 14:13:00,2018-04-15 13:55:00
db1c71cb-7002-4831-82bd-a3a7d0d74aa0,2976aab2-2a26-4770-8ddb-1b36272c0588,delivered,2017-06-29 03:53:00,2017-06-29 04:49:00,2017-07-01 04:49:00,2017-07-04 04:49:00,2017-07-15 03:53:00
7a77a4de-c6a1-41ef-a459-bf966d473b55,b466fab6-962c-44dd-a5d0-7461059c1574,delivered,2017-07-26 17:06:00,2017-07-26 17:53:00,2017-07-29 17:53:00,2017-08-03 17:53:00,2017-08-17 17:06:00
c03b3a8e-58ed-4798-9c26-6a1b9c137f71,50bf2995-9ee4-405d-9f06-bc767b777e71,delivered,2018-01-30 21:20:00,2018-01-30 22:34:00,2018-02-02 22:34:00,2018-02-09 22:34:00,2018-02-24 21:20:00
e60d9941-3fc6-4e14-90b0-34fdd057358d,cd649aff-445f-4de1-8534-17b555c06c8e,delivered,2017-12-20 03:10:00,2017-12-20 04:57:00,2017-12-21 04:57:00,2017-12-26 04:57:00,2018-01-10 03:10:00
472a9d93-2c6e-4aa8-8e81-a1fdbf96abad,929d6377-1cfb-455f-82c4-2e488cbadae5,shipped,2017-10-14 18:06:00,2017-10-14 19:43:00,2017-10-15 19:43:00,,2017-11-08 18:06:00
0e594ba4-35ea-4f1e-9ec5-1b50a44a0d54,e1bbb8cd-7e3a-4f07-a9fd-28e6e271fff9,delivered,2017-02-09 02:18:00,2017-02-09 03:32:00,2017-02-12 03:32:00,2017-02-16 03:32:00,2017-02-24 02:18:00
2c4c7385-e74c-47eb-b10a-373d1407a94b,c3a00c6f-2321-41e1-8471-04c036136e15,delivered,2018-03-04 06:12:00,2018-03-04 07:03:00,2018-03-05 07:03:00,2018-03-10 07:03:00,2018-03-17 06:12:00
94ebae5d-bc16-4b0e-bb17-b288e9052c4b,e237c877-2e0e-4673-8ed7-cd177e14c595,delivered,2017-12-18 19:54:00,2017-12-18 20:16:00,2017-12-19 20:16:00,2017-12-21 20:16:00,2018-01-08 19:54:00
d0e99e5d-4220-40b6-8503-5b6c8e5e71c5,b3ecb951-ab8c-4f97-a0b7-1785d02ce0c1,delivered,2017-07-21 11:36:00,2017-07-21 13:01:00,2017-07-24 13:01:00,2017-07-27 13:01:00,2017-08-09 11:36:00
076f632f-3c28-4939-abae-3b707cd5babe,d52721e7-19bc-443e-bb02-bebb48729a4d,canceled,2018-07-21 20:11:00,2018-07-21 22:02:00,2018-07-22 22:02:00,,2018-08-11 20:11:00
eafb7b2c-b77c-42c2-8556-a328377f35c1,12a1fe7d-dfa5-4722-8a1f-c9df9a591974,delivered,2017-05-18 21:04:00,2017-05-18 21:28:00,2017-05-21 21:28:00,2017-05-23 21:28:00,2017-06-08 21:04:00
0bf2598c-21be-4ca5-8ada-f90ff365185d,3d114802-2702-478b-9f0f-da8d05379ff6,delivered,2017-02-27 09:58:00,2017-02-27 11:09:00,2017-03-02 11:09:00,2017-03-10 11:09:00,2017-03-20 09:58:00
755d2764-4bc6-4db9-8a49-7bbd2086ba87,e1ad640c-7463-435e-aafb-9f20783c91eb,delivered,2017-11-17 04:41:00,2017-11-17 04:51:00,2017-11-20 04:51:00,2017-11-22 04:51:00,2017-12-02 04:41:00
ccafa19b-f8e2-44d8-b250-f86c116f176a,1d91fe39-d801-4004-b93b-ed1b14f9c394,delivered,2017-09-08 06:57:00,2017-09-08 08:00:00,2017-09-10 08:00:00,2017-09-16 08:00:00,2017-09-23 06:57:00
cc12e44b-bdcc-4163-8f3b-5aa894deff78,5da8d6d2-f8b3-4a8b-a05f-b8bc8a16a06c,delivered,2017-03-31 21:24:00,2017-03-31 22:50:00,2017-04-02 22:50:00,2017-04-09 22:50:00,2017-04-10 21:24:00
0431d773-c544-4fb6-aad2-4b3dffd8ca90,df4e713e-f64e-4dfc-bfbe-ac7aefc59738,delivered,2018-03-29 22:30:00,2018-03-29 22:54:00,2018-03-31 22:54:00,2018-04-04 22:54:00,2018-04-19 22:30:00
29bd44d4-b7bb-44ab-b447-b05217430eff,4d862412-ae8c-497b-955c-4e185be2124f,delivered,2017-12-11 22:13:00,2017-12-11 23:06:00,2017-12-13 23:06:00,2017-12-23 23:06:00,2017-12-26 22:13:00
cc0cb19c-a973-4b18-a9d5-039af5260cb1,c36b9a0a-41e0-4a89-966a-9ce7af521b94,delivered,2017-05-23 13:34:00,2017-05-23 15:26:00,2017-05-26 15:26:00,2017-05-30 15:26:00,2017-06-04 13:34:00
e18e763b-0d57-4ef5-8aec-b05721e5259f,27ad8d51-98a1-4e4f-b03b-693479ab56d1,delivered,2018-03-13 13:03:00,2018-03-13 14:35:00,2018-03-16 14:35:00,2018-03-21 14:35:00,2018-03-24 13:03:00
d0778d1f-7079-44e0-8ef9-2e305f9094ca,ab0b4cc5-15f0-4a19-98c1-80d2aadf3692,delivered,2018-02-22 03:52:00,2018-02-22 05:19:00,2018-02-23 05:19:00,2018-03-04 05:19:00,2018-03-04 03:52:00
ea9219d4-69e0-48c3-b8e2-e864e0f0c823,69efafb1-3a7e-4e14-a359-eee173991a47,delivered,2018-05-21 08:59:00,2018-05-21 10:34:00,2018-05-24 10:34:00,2018-05-27 10:34:00,2018-06-03 08:59:00
e212b2e8-a91a-4e8b-824a-1f16d4d1bf15,82b34384-9979-4f26-88b1-90e1089a9f4f,delivered,2017-10-08 07:14:00,2017-10-08 08:43:00,2017-10-10 08:43:00,2017-10-14 08:43:00,2017-10-26 07:14:00
c6b44036-baca-4a87-b66a-fbe78be5199e,bce8e033-fb70-4bf3-95fd-46d7cfbfd796,delivered,2018-06-24 06:40:00,2018-06-24 08:07:00,2018-06-25 08:07:00,2018-06-27 08:07:00,2018-07-16 06:40:00
ead7131d-d4ea-48f5-9a01-d224f55c6af8,a46acc9a-9861-4260-9869-c755e85c1ec9,delivered,2017-11-27 16:51:00,2017-11-27 16:59:00,2017-11-28 16:59:00,2017-12-04 16:59:00,2017-12-13 16:51:00
b0e450ce-a2d4-4aa0-a466-c48979edf2d0,41f83199-f4ea-4769-8366-c189cd8d9f75,delivered,2017-01-31 03:08:00,2017-01-31 04:16:00,2017-02-03 04:16:00,2017-02-10 04:16:00,2017-02-21 03:08:00
42acdbbb-d328-4b73-9234-967d7ec4eb39,7233d5af-9813-4da1-bd21-20ad5f59fb4d,delivered,2017-06-02 07:21:00,2017-06-02 08:11:00,2017-06-04 08:11:00,2017-06-13 08:11:00,2017-06-22 07:21:00
