product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
3b089388-e9d8-44b6-872e-4e7aa4d7809a,food_drink,55,772,3,3086,61,48,46
10d5d5b8-d448-470d-8041-47f5aa9af6c4,perfumery,49,1527,1,3659,79,29,48
64860c75-fb89-45bc-827d-30940c5332b3,telephony,57,668,5,1359,54,32,17
9f3e0f38-ad73-486b-b517-aed049b04036,auto,43,1189,2,3836,16,33,11
c5da3dcc-4dd7-4974-b847-16b7375af79e,computers_accessories,31,593,3,3978,86,47,46
b0a5c3c1-3409-4297-831f-dae1b8ab8e09,stationery,55,778,5,3390,18,13,16
00c4e208-1e57-4985-9437-ea94e5b2fd55,food_drink,48,1693,1,3561,63,45,20
f00c4cc5-2045-4d2d-9924-47394705ecba,computers_accessories,50,639,1,596,98,24,16
6dac29b6-36ea-425d-a0d7-68bb080bf99f,housewares,52,502,5,1083,77,50,17
b2dff2fe-9c90-4821-81a8-d2b00bace8ac,computers_accessories,58,281,4,4234,56,20,15
107d2387-48c2-4370-82a4-23f2f8e8e938,watches_gifts,45,1344,1,3255,86,26,26
a079f65a-4cc5-4705-8af2-63bd126f28a9,sports_leisure,59,555,1,4919,45,42,27
f495dd71-1802-4730-a8ec-68349d09cf19,food_drink,38,459,4,1859,84,11,25
56393a74-a768-4119-bd90-77b638ac7355,food_drink,43,1886,5,2493,77,33,31
e4540286-9dd9-4646-9d89-2032e16874df,auto,39,277,5,4525,72,43,18
5bf2d6af-8ba2-4d11-b5b8-5c172c9c763b,telephony,35,1706,5,4050,35,45,15
3e5e9986-c002-4d6b-828d-1433589a8b9d,perfumery,37,713,3,3151,57,37,42
912c4ca9-af9f-404b-9fb1-5849e8c80d96,bed_bath_table,43,513,2,3419,74,42,27
5c812bad-0bb3-4c14-a581-8b225728e2b6,sports_leisure,46,1487,2,4485,94,40,24
0f2fea57-0883-4311-9216-e243634ee115,housewares,55,874,4,4513,28,42,31
91c3d637-7ca5-413c-b6b8-96c26855a90d,sports_leisure,48,1804,4,2807,40,35,11
a4e565b7-0357-40d1-93de-2f9ef0c935a9,furniture_decor,50,259,5,2954,33,10,40
6db06ad8-9239-43a0-a5d5-231004ebb4a9,health_beauty,48,289,4,429,17,32,25
d301e76f-e8a9-4b68-a9fc-5fb3f16231e0,perfumery,38,331,1,420,15,39,49
8bf6d88b-12dd-432d-8f0c-d9778c28d4a4,auto,37,1588,3,696,79,30,46
7a3d7b8e-7071-478c-b795-c127630915e1,watches_gifts,33,837,5,3641,81,28,49
b20921cd-c73e-4517-8b49-67db4344c269,auto,33,787,1,3481,45,16,26
7a9e9031-ff01-43e9-bddb-d9d1e53b7727,furniture_decor,58,1201,4,3208,46,34,13
ae22c5bb-b1c3-4cb3-845d-c624803e82de,bed_bath_table,51,1667,1,2637,58,37,19
f4d7b8cd-e3c7-4964-b776-cbf620141450,bed_bath_table,52,215,5,1107,60,45,16
91fd9b9d-319f-4a66-a986-bfc037c20000,telephony,43,668,2,291,24,24,17
94bfe660-4e87-4c62-89fa-555ed928c011,stationery,42,1514,3,2186,100,15,17
5ffdf1cf-fc8e-420d-b692-f963b2ea6850,housewares,40,1493,1,2220,24,46,50
00b62158-0540-48d7-b99b-747bdca4b19e,perfumery,56,421,4,3418,87,42,44
60818fb2-755e-4364-bda3-878464836ec2,sports_leisure,45,1095,5,1534,41,24,33
283ca7ec-d8b4-4757-991a-de99c23e471a,health_beauty,33,1019,1,4108,87,31,11
37cca228-020f-4fa5-93fd-d1f7558c7208,furniture_decor,58,395,1,1969,17,22,35
d414cafe-5912-453e-a204-a093292254f9,health_beauty,46,1221,5,1847,49,12,27
36677c4a-7e44-46d7-92a8-2af102d4729d,watches_gifts,42,933,5,3825,60,30,27
414e7cc1-5027-4ec2-a125-cb48fc411721,bed_bath_table,53,353,3,4346,69,46,38
2f035a0c-6423-421b-a61a-a31621483249,computers_accessories,34,1497,4,4291,65,49,41
89887d52-7599-4475-9b13-9a48492eb70c,auto,30,1980,1,3498,88,15,11
0fa76a5b-9505-4ac7-af0b-91384138aeea,baby,49,1705,5,3437,34,30,23
f2703a23-a957-411d-afd0-2b45a0b3543a,stationery,40,1200,5,2993,33,38,28
2642765f-c772-4db6-b3d4-2f8a929b4c7b,perfumery,50,854,4,2248,36,10,35
4ec66d97-38a8-4514-8a0e-0bc238059440,computers_accessories,58,906,5,4805,83,18,38
11dabe5e-1862-4b8c-9b23-915e54be6170,baby,30,485,5,1522,81,9,43
082dc372-c996-454b-bcbb-065803e6551e,furniture_decor,38,1664,5,3577,35,12,25
e520b332-a4a5-4bd6-8a32-8c889241e029,food_drink,49,938,1,2123,40,43,20
ad409867-d6c4-422e-abf8-2001e470dab0,housewares,55,1319,2,1850,15,50,48
01703874-3e89-4b35-9b2d-ec8c0be08870,perfumery,41,1626,4,3913,37,45,18
8a7fe26e-f585-4440-83a9-8532a31ffadd,health_beauty,49,1026,1,331,64,23,47
82abfb8d-69fc-439f-a9dc-bdd18e47fb7d,health_beauty,39,1401,3,4286,87,15,17
26c68746-0391-4dc5-be33-a83340d6c0ac,stationery,49,1540,3,1391,94,8,23
16a07b2c-1ddc-490a-a721-5e6ce2eb0222,housewares,45,982,2,2230,89,27,27
384e40c1-71ae-40b9-a480-4241624f88a5,perfumery,59,215,2,63,31,46,12
ed71d874-9dc3-40c6-a2d6-35b7cb697bf9,watches_gifts,33,1604,5,1565,38,23,13
ada793f0-e579-47ec-8816-464401a9abd0,stationery,37,574,1,1126,98,7,19
ec6c6fcc-f9ab-4350-b52b-068255a28f90,housewares,57,1528,2,2284,92,39,15
c115ae8e-5586-4682-b4df-b5cee97f0af3,computers_accessories,44,1787,5,3546,52,37,29
8e75b4bd-9004-4585-befb-5480e05f8184,auto,52,798,2,2822,24,21,26
737e68ed-8b04-49e4-bb65-c3d3ca3a7379,health_beauty,55,702,4,2987,97,35,50
dc5714da-90ca-4eeb-9b72-1b1452c2526e,furniture_decor,58,371,3,1372,75,18,42
97ea502c-2bc6-406b-9675-44272fa227c3,perfumery,37,1991,2,3461,94,12,33
6c6a58e9-c564-456a-97f5-f3e4bca88911,computers_accessories,42,278,4,4527,100,10,31
0be29694-652e-4957-aae0-6f264fca946a,telephony,38,1767,4,4640,18,31,21
3d824b77-d7d9-4cce-b408-46283b1f38f0,food_drink,33,484,4,1872,80,26,43
e1dec31a-cdd9-4251-abc9-0bba6b48d839,housewares,31,692,5,1147,52,42,11
e27e9a13-022b-4e42-8c1e-713d2ddecd40,bed_bath_table,33,753,3,4126,24,32,16
5ebb3417-7523-4331-a437-11eeb1b8106d,auto,43,896,3,4672,86,15,35
13e69df3-2fc0-4e9c-854a-05f95a8d9931,computers_accessories,60,752,1,1169,74,31,23
769f3d26-fbb9-44ee-b641-f1fb417e5edc,housewares,30,1092,5,4945,84,20,44
9888d27b-b1e5-4a90-8650-6312e3d2549d,watches_gifts,31,530,4,4930,24,43,44
71e61fd1-e846-4688-8047-eacb2046eeb5,housewares,50,1258,4,1448,93,48,17
5820ea4f-cd18-4ea5-9740-e77b1d522106,sports_leisure,44,248,3,4225,56,31,20
b6b4aaa5-39c4-4eed-a97f-8f1ed783b9d0,furniture_decor,32,264,3,1207,66,38,33
2e519870-0191-473f-8cfc-b112c07ec4c4,bed_bath_table,47,1153,2,803,24,48,36
f51a797b-b34e-4d5b-ae73-7276306542ee,food_drink,43,664,2,1328,47,44,27
cb964524-a5a4-44b2-9956-673f2b125551,housewares,56,1473,3,4973,60,47,30
2bc133fb-a906-4b41-b9be-1d009ba585ae,furniture_decor,55,950,4,2996,17,47,19
e90f0aac-e82a-4245-9a42-22921149544e,perfumery,52,214,2,3400,83,33,17
85b26fa7-1fde-44f3-8922-15cd86413c79,stationery,59,1083,2,2191,27,7,50
b908b9f4-7d24-48d4-a8ec-a39b92a6584c,health_beauty,39,1542,4,2009,45,30,10
90c773ba-5db4-4ef0-afb7-9cd801183a0a,bed_bath_table,36,1527,5,1439,70,22,32
c5d66362-1b3e-444b-af09-3f45182ebfd2,housewares,55,1092,3,157,38,25,16
3620ab79-6fc0-4603-80cd-513e1cb04376,food_drink,31,1856,5,4707,44,28,26
8cdc6715-5512-4507-9f15-ee3f891887a7,bed_bath_table,39,1730,1,4622,16,43,29
96aaa3ca-baf6-489f-94e0-a8d38cf431de,baby,55,1844,2,4148,26,27,26
bfe766da-91a8-4948-901d-5146e1772a38,stationery,39,913,5,3606,34,18,47
786f186a-f90a-4610-b0b5-5ce776b851e9,telephony,44,877,3,2825,98,46,12
181d40f9-b0d3-4e6f-b437-e2042adfedf8,stationery,58,832,5,2601,68,7,30
0b6189c4-844a-45c9-8e56-dda661b862b2,perfumery,51,650,5,3281,69,46,29
fe0eeda1-c01b-47c4-8ce3-56eab575dd69,baby,49,265,4,4067,58,19,45
3c8054cd-eacb-4329-96f4-927fc5eba017,furniture_decor,55,1119,2,952,62,25,29
ceec79d5-c3fd-4130-88f4-51627a8f5fad,furniture_decor,35,257,3,3359,19,32,42
37485145-dbab-4341-9a97-7a80b309887d,bed_bath_table,47,1310,4,1190,40,8,47
601caf82-faa5-4b3b-8c28-3b621131f87f,bed_bath_table,39,1479,2,4128,56,22,32
822e6328-2792-4c1c-b14e-8d139bd0e94e,stationery,32,1485,2,1356,77,41,48
e632ef0a-7ac6-4859-94f6-614ee89afbfe,perfumery,46,338,4,232,62,18,21
46af357c-8252-4d78-8dbf-aa372c20fb0e,telephony,37,736,5,303,59,27,23
4f9d2780-e1cf-43a4-b621-413254ea3718,telephony,39,1017,2,2275,19,33,35
1891c896-a848-449e-8dac-f645ddc16c3a,baby,32,414,5,2850,41,24,25
2b0a0050-235a-48e9-838f-d802fed46e35,furniture_decor,49,1612,1,288,21,27,48
299a7d68-7a0d-4be1-8105-ab46b8ee0ec6,bed_bath_table,49,1508,2,2360,70,8,27
8d1b6ecb-2d79-4edf-8dd1-4338004fe610,stationery,42,1830,4,4415,66,43,33
896231dc-4b67-463a-9d73-62f236b86a13,telephony,43,1892,5,3151,28,42,21
d6b3e81a-ed37-4c84-a011-d44620a145c8,computers_accessories,47,1907,3,4792,60,14,11
a998a3ee-22a1-42b5-ba88-0cecfab8cd39,telephony,33,528,2,3208,37,19,18
40809548-0f25-452b-a7ce-0017f20d3aea,perfumery,52,866,2,4736,36,40,36
7cbe08bc-475b-4e8c-8705-479616b3c475,watches_gifts,41,766,4,2380,26,34,25
361fc924-a7a3-4e37-875c-e39ffcc6713a,baby,48,1407,1,3951,74,7,13
bfd285d7-ecaf-4eeb-a1b5-b893bb2c23cb,telephony,30,1697,2,4153,49,49,42
1c15b55f-bf6e-474d-865f-e33cdc399fe1,bed_bath_table,48,1572,2,2891,61,38,18
f417adc9-f954-418b-abe4-d06210e7ee6f,perfumery,45,1851,3,620,60,44,31
9a39bc36-93c8-4011-9c22-81fef4e1048a,furniture_decor,32,1006,2,189,95,32,29
029cfbda-b37b-474e-b23f-9bb2b5e5f62a,baby,37,2000,4,551,25,29,31
a096ea2f-bc58-496e-a064-774fac5200b5,furniture_decor,34,1727,2,1364,55,15,15
093ee080-20a9-4097-8356-f7abbc1af663,auto,51,1978,4,2458,17,44,48
0cfb2d8a-fa8a-4ad2-b536-2888a250b2fc,furniture_decor,43,988,5,1271,26,49,34
b22518de-b6e2-487a-afe6-169046e95aec,housewares,55,1333,4,1878,86,18,27
21965bee-da35-44b5-b811-882826366874,health_beauty,60,1100,5,3527,31,28,44
7f7eb2ed-705c-4053-b789-593e216dfc70,auto,59,1301,2,4445,80,18,30
208fa98c-ee2c-42b2-99b9-7b795bf2e8db,food_drink,52,748,3,2610,49,30,21
3e63131e-1a6d-42e5-a035-1e44b2092e71,auto,42,266,5,1902,69,35,43
0a9b1471-31a7-4435-b7c5-2ba75f786318,food_drink,31,1138,4,4281,30,10,41
2171ce00-c261-403d-86df-62a7e604d38c,computers_accessories,41,1788,5,2173,20,33,21
55e10b39-6afd-4fed-97f2-0b4080dac46f,health_beauty,41,1697,5,338,63,34,37
40e3200c-683b-41bc-8c0a-7983e2e6e895,stationery,38,310,4,4959,19,7,43
aea3798b-00bd-404e-b271-4f016557ecee,telephony,30,492,1,3366,22,27,32
582cd97f-0eb4-462e-932b-3c0dfbff1829,sports_leisure,56,1879,5,396,83,27,33
3b164e64-9849-43b7-8b05-2418b71a72c1,baby,35,1629,3,1320,92,50,12
74f894e2-70a1-45dd-9403-653eef55c8e2,sports_leisure,44,1931,1,2895,42,17,21
e731207b-65db-4404-9b19-920775a8457d,perfumery,58,1453,1,938,20,27,12
898a7752-9c71-44a8-9890-6db495a5de44,telephony,45,1000,3,2826,68,16,12
122f862e-c495-4e6a-a1cc-021139681e1d,telephony,52,1267,5,4144,54,16,30
29723882-a6d9-43d1-85dd-f023af0caa3c,perfumery,30,1484,3,3702,75,18,16
6a6c0216-16f3-41c8-9924-9d85fd9c70c3,computers_accessories,40,273,1,842,83,30,43
af8fc8b4-d01d-4c22-a22a-75ccaec13f6e,computers_accessories,53,1865,5,2398,43,47,20
783cb761-12f3-47fd-be07-2245fa709240,health_beauty,53,1891,5,3459,62,18,21
9bada6c6-dd7d-48c9-a0cc-7abd4c6cfc1c,telephony,53,970,5,1737,82,23,30
28bc2d51-f1e4-43e6-9c50-522d0a76e404,auto,44,1901,4,4617,49,22,31
87e823e5-f4ae-4f01-bfc3-535d950097ce,bed_bath_table,34,685,2,4827,68,10,48
c90020bf-f1b1-49b6-9e8c-849937d9f94a,perfumery,56,1655,2,1200,38,26,10
d796efbc-3f79-47c5-837f-eb6b0777cad1,stationery,30,1132,1,315,51,24,13
d238b804-8a8c-42d7-bdeb-7527f721e45e,auto,56,691,1,4243,15,15,49
6318f1d2-9ebe-42d3-911f-1a2846a1c19b,housewares,38,1666,5,4883,17,35,12
9146f70a-269d-4c22-a986-1808645261f7,telephony,42,1435,2,3612,85,22,26
33f96264-de5e-4279-8d2c-614b14c6e496,baby,53,325,4,2148,46,22,49
7ca2101f-6b77-4be4-9e57-072df05ad4ec,telephony,57,1807,1,1587,72,29,41
5decaa98-0e4d-45f6-8047-40770394fc90,perfumery,52,1098,4,3698,64,10,48
5e5ae447-e282-40cd-8ea3-59f967e69ffe,food_drink,43,1763,2,779,35,38,24
d7684211-6aed-4760-975b-6911f805d526,housewares,52,1910,3,2089,43,14,46
75e3a0a3-64ac-40a3-a84c-1940f83f136d,stationery,55,1119,4,902,71,38,16
e413a4d3-e083-4bb5-80cd-f96df43c67ba,baby,39,1976,4,4585,19,20,11
b34f21ca-3bde-43f4-a217-15340a6368f2,housewares,60,1296,4,3734,58,29,50
15886873-2729-46b0-ae0b-683a64dd4384,bed_bath_table,60,1781,5,4885,15,27,47
64ca98e8-cdde-4ccc-831b-ef0392010309,bed_bath_table,40,985,5,2423,56,8,13
4d9e4c77-0f79-4b76-9c96-703d5caf5c6a,stationery,33,876,3,375,27,50,17
c3585cfb-c75f-40cf-8974-e1b794ca68d9,health_beauty,57,1960,4,2485,41,9,28
a7f16425-4ced-455b-8136-5c29c881464b,telephony,38,1531,2,1936,71,38,32
6e75d006-f71e-455d-b0e3-c1530942f1cd,bed_bath_table,37,1639,1,1654,76,39,39
af52d77c-3243-4ee9-bacd-64f1643a6898,stationery,33,1079,2,4690,37,30,47
3045c38c-c52c-4f93-9aca-f1594e6120f3,food_drink,52,1484,1,448,29,15,29
6ab584fd-914b-454e-b987-3b7fb79fa51d,furniture_decor,52,1099,5,2300,93,23,46
a5b06be6-4d63-46fe-822f-6ca558029d89,auto,44,1567,5,917,96,42,29
74202299-2ad2-45f1-a07e-683f9ac1b7f0,sports_leisure,56,342,4,2500,69,47,38
2b3fde5d-d8b4-4672-a125-52fa3094f256,health_beauty,39,560,3,4835,91,33,12
e1cef59e-6f10-4145-a27b-051262a5aa21,computers_accessories,34,794,2,3106,82,30,34
4ba70c70-16a5-4aa0-9e12-96dcd5828d59,health_beauty,34,1625,4,798,82,6,11
3768c08e-4177-497a-a598-7d51f7f9efbc,stationery,58,589,2,465,17,33,45
232f9fbe-aa5b-4353-a933-1443c92c2f78,telephony,52,934,4,2790,20,41,19
57f119fb-bd24-4118-9428-df1ceb6d3598,watches_gifts,42,1419,1,2692,97,43,17
b20775f2-8e07-47b4-a790-5401f0dac80a,furniture_decor,41,1390,2,3422,19,40,36
26bbf675-ac6a-45e1-843c-f3a152105009,food_drink,53,1999,2,3570,50,9,13
d9a3742a-83c2-4870-adde-98b619f620a2,stationery,41,1174,3,3655,36,40,43
f4783e8d-e2e3-47c2-a2e0-1d59836392b7,stationery,46,1796,3,4207,92,5,34
7e34be79-bc25-43bd-88a7-2da10a0ef615,furniture_decor,53,916,4,1138,36,48,26
f34b83b9-9818-4703-bc80-0953f2fb122f,baby,50,578,3,128,48,11,37
bd6a6ee8-191c-4be6-9e21-89dbafef2e1c,auto,47,1007,4,2684,80,30,46
25c3cc9d-6856-4bad-ae28-7a929f6e292a,computers_accessories,54,459,1,2588,92,24,33
4fa6897e-b96f-4266-bd77-546ea3b44efe,health_beauty,56,1456,4,3687,76,8,35
15aaaa3b-b612-4cda-9216-d058e84dfaa4,computers_accessories,45,353,4,1427,98,5,20
aec5509c-9226-45b2-99cd-0df3a873abc8,housewares,47,1060,3,2161,22,13,17
337599d9-3879-4294-837f-dbd961592130,housewares,55,457,4,4109,36,22,36
3d4ac183-ce14-4868-96bd-ebf58f48de0a,sports_leisure,31,1705,4,2735,71,10,40
f737b4aa-b85c-42c8-a24c-6031e32a2082,housewares,41,246,5,1243,99,24,26
f27df93c-481f-4f4b-bd44-54dbf66037cf,housewares,32,1022,2,1489,18,17,49
2fc8e230-f53f-48c0-b95f-299a75ffb57f,furniture_decor,32,704,2,774,25,50,28
0ebf1523-aaad-4926-9d9a-24cde3931b79,auto,30,1758,3,1497,75,41,34
3993e371-3c60-4e1c-8818-d2775d5b0bd9,bed_bath_table,38,1959,2,3563,30,33,14
33ca623f-f301-43f0-82bf-fd8b3eda9150,stationery,58,1857,5,1771,26,42,41
cf152c06-08e4-4be4-90b3-575ef3098246,food_drink,33,1965,1,1494,50,48,46
1424bcfc-13da-4505-bdaa-ae57b084aab8,perfumery,44,455,2,2015,79,19,30
d92cc6c8-5da7-4990-959e-c42eb4d70339,health_beauty,34,467,2,2045,30,47,29
67d9d83b-7fdf-45c0-876c-acddab204463,furniture_decor,37,1926,3,4672,89,22,36
b8012d83-faea-4054-9fb5-6c40072a5087,bed_bath_table,46,1753,1,4954,43,43,24
77870d52-dd12-4bc6-9eaa-e175445f1ad1,computers_accessories,34,547,2,4040,84,7,50
ea87fe7d-63f1-4953-ba4e-c145c742bbaf,auto,55,1348,4,1139,35,33,48
44c08b4e-acd5-4173-904f-a87ab098a176,computers_accessories,58,309,1,4094,42,37,24
741aa26d-cbca-4bdb-94b0-f5527fd7559e,baby,33,1732,4,1810,15,23,38
e5191db0-b64c-49ed-963a-432066c09e7b,watches_gifts,30,408,1,601,98,8,26
44ac1bbe-fd88-457b-8c28-2628b87618a0,health_beauty,30,1690,1,4322,32,40,40
e6c7e728-f157-4055-85a7-9a96b8c4535c,sports_leisure,55,1924,2,679,33,31,50
f26de669-55e3-4f96-a2bf-0f3dea8b34b9,health_beauty,32,431,2,480,82,27,36
3d6bff76-f790-4f8a-9c49-3e433309cd89,bed_bath_table,53,1900,2,2244,15,5,31
78e15240-9077-4f71-9ee7-6dc66fc41bf6,watches_gifts,43,1384,2,3563,99,19,43
649d72ad-4556-48a2-9b74-7f33fdba93eb,perfumery,42,764,4,3938,28,33,42
983acd16-ba66-4439-ae62-af2562fc194b,bed_bath_table,30,709,3,415,87,21,21
f657a9b2-61de-4bef-80b6-d44fc6e4472d,watches_gifts,51,804,1,4547,68,7,25
35683bea-6e4f-4cf3-9046-eb49ce908ee8,computers_accessories,37,1872,3,744,91,39,21
143e7fb7-2060-4b8d-87c5-7d53e7ebff3f,telephony,39,1907,5,1360,68,40,23
5eb45406-4919-49ff-97df-ba1d2d555314,bed_bath_table,31,624,1,973,15,49,41
e883a4f4-b29f-4d6b-8915-a36405aa0cd3,auto,46,1747,4,1527,29,37,20
ece00105-5500-49df-929b-958d0207006d,watches_gifts,55,609,3,2692,63,19,23
eac4c60c-9e4a-4260-afd5-2c09d6b9bf52,stationery,57,1550,3,557,97,37,11
1668e9f8-820f-4642-8e6c-ebb2f09d07f1,baby,49,819,2,2244,44,7,20
c2aabe0c-2f74-40dd-9779-0735d094805e,housewares,48,1613,4,4712,68,12,16
52b673d4-2481-416b-988f-d26b662b7ae4,furniture_decor,60,1064,5,4282,100,46,16
93622966-5f07-4e07-b0a0-a77dc959dbb9,stationery,36,1214,1,4957,66,18,25
d8201466-4d55-43a3-a5a6-b335619c03d1,stationery,47,1706,1,2314,59,47,29
da7b9adb-1ce3-4118-ae85-74647259e6c4,furniture_decor,46,499,4,387,64,39,45
7404efd3-0377-4428-bd51-c7fcec32006d,health_beauty,49,1010,2,2410,64,16,29
22ff5a30-46b3-4cbf-bb18-291fdebfe7d3,stationery,43,648,4,4657,86,45,47
b7a7d1ba-c6e4-4494-9e31-7e803d56400b,auto,37,1417,5,3396,78,21,45
440497f9-1e60-4a33-bcbf-a2ca96a805bb,stationery,34,455,1,389,31,28,22
