customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
2daf8d26a64b4058b6b23c1802a5cfba,f0fc189bbd0e42b6b0f148054b6d2a1d,70142,cidade 3 mt,MT
17ef1a778889404b9d79a9bd34d7e995,6f445279e95e4cc284609aafe33a3e7c,42325,belo horizonte,MG
b8d9fc1152694a51a02e341cc4ed31ea,e405c04a715746b98cfcfb1e1f396f98,44438,cidade 3 es,ES
5e598f5954e540bf8416ff4e71fb42e5,4e7c1cc857eb47d5b6c3fd16f29985e3,86484,cidade 2 es,ES
a64fb8eb1051446694f3656bc958968d,c28b1cbdc3c548baadf4f9517443adf6,28131,goiania,GO
c5805cb63f5e4fae8acca4c55e8c0e25,9c1a7403ff64499b84a1a0accd80616b,16175,cidade 1 pa,PA
b95316b986384142a471815fe3a98dbc,1418887ed5d84f0a9ad60deb39da05fb,92240,cidade 1 mt,MT
007dc51330f943feaa449c71fe840d0d,32e6617b3bf34dd8b3befc712106eea6,65333,pelotas,RS
731ac31799794a94aef9818391f2331d,3aa195cde6ce43109e41411edaba5af6,60019,cidade 2 ma,MA
ed7dd76d682345ed9254251ba09e29a0,d3814333a5aa4ce6847accfb76a92b55,79352,cidade 2 ma,MA
44cb3a7a97be45d1b25eae98ca2720ae,51b749d9a8364d24a05138e7a59fc6ff,11504,blumenau,SC
b8a1d33c05d34219af3f89a9e59ae410,fc4834ca1ab949a7a245ceba02880787,99353,cidade 1 pb,PB
734793aee11b4863966d9f9503ae09f9,8d470351152f4693ad13735081c0b5b4,94012,cidade 2 mt,MT
108d1d7ec5d2473788294c2c5a05569a,cd2c83af2c3a43c18cefd984da8d4273,66985,feira de santana,BA
1bf4931e41a142f2b7911efd3d59b64f,c487c7bd3e6e448590e1de325cc80338,44522,porto alegre,RS
cc3415602bf74302a708828789c9ca47,fd2c6dea50ad4fdc955b9a0663b60f81,76542,cidade 1 pi,PI
639921cb7f7f42d1a0e085cdc415487e,234e288df2124c4daa6bd1d86b9c7bf3,49117,cidade 3 al,AL
f63b2386982e43adbf709ca35ae3f132,5fc8d710261c49d19462f295dbf2597f,89818,cidade 3 rn,RN
aad8034eab604dfe800ab9f0d8f57538,d960c55ccabe40bab941283a37519e1c,31174,caxias do sul,RS
8d0a9abfd3a44fb9bb0e27cd64632d6a,87a4390b5a02420884a2b5c84f0c0ede,10074,cidade 3 pa,PA
9fea86bebafe45dda3636070411318cb,4af4ec43fe034d83908f2ee91734adb3,12552,cidade 2 ma,MA
6b97807899854c9f867ac2fc002aeffa,cd20a52d59d04385a4803e03d7e2baa2,50306,uberlandia,MG
51caf2aad4b7434b8115b6f0df7eed2a,eb18f9322e654e63bc71d70b03dbae69,84364,curitiba,PR
d998e61af2d444e7a142e369bd4861c3,b7eb1424cafc4c49b814f2327be7fba1,73699,cidade 1 al,AL
4449e7aec8d144ddb0bd8fe7813383f2,1cdccaa3f0284c40ae1929105f74e390,26483,cidade 3 rn,RN
da7f108a5c9a49db9314219de2635155,2cdbf8fd242a4f60a862c4a029ed2925,82063,uberlandia,MG
340c710b69cc4799a987e9a90371914b,8bc20ebedab04a04aa9761fc2be3402a,89507,pelotas,RS
e2467a0da34b493dacf16998eb124e9f,d0ba97bd0efa4c4f812c497eba364f02,80686,recife,PE
1d673931bceb48f396643601e43c9597,069aa7f15a1e413abab956855ad8e43e,36365,cidade 3 am,AM
8fa415e95c894053824d1392c561ee4e,4f16fcd58ee744648fb3e94a8bfe7b72,98039,cidade 2 es,ES
8802d6c4a57f47ac99108ace71c43320,543a36298a7f40b2b788f893b11606ef,77839,cidade 2 ms,MS
8c7531e947654ceab438024bf2dca77a,6a2e92e561fe4698aa2bd4d2d9c3b0c9,39451,fortaleza,CE
08e0fac082874f1eb5a42a953df808c8,b781d31078e14555ae3d71da08103627,87110,rio de janeiro,RJ
14b3bfd5978d4f9ea6cc77a9d3c9812f,5f08af197bd34399ad18957cb0f359b2,38864,cidade 3 ma,MA
5cd200ea7d6741928f132098c0f9c6b9,7c3e89df62d94fbca5279208d84b973b,92719,guarulhos,SP
b8b93b7e01be4f9090a347f89abe3749,27dea3a4260244ea83a44c671c6b9bd1,14117,rio de janeiro,RJ
3024cddbb03e46b6a30acd1be27f23ff,ef450cc4f4d74c2197c6656daecaa867,77391,cidade 1 mt,MT
d1a1f549e95645c1845f992742c195cb,bce3e85ae8fb4f0c8ae36727f99c778c,73624,maringa,PR
26735c6229df4c57903beca62e244ff7,d2a94752c61c46579091f175e67af06c,84847,curitiba,PR
51c94bba66d34f0aa29151cd5565344a,cdd7798ab61c4404aef73514d77ce216,71993,cidade 1 ma,MA
1663df9e27024966b4e1cfc47159d292,a6b5645c3ee44ed68b725e94006faf59,22363,cidade 1 rn,RN
9fc9d0b1ebd244638f5b3a0d76428336,241190f88d064469a73cc9f897c521e6,56438,niteroi,RJ
7c65f33e1588408e876361f2cc6c840f,29bccdd999c243ceac4617cdb9edbf15,17100,caruaru,PE
f64ccaa53a484c4290309da790e5ade8,7db6b5d19a444d10a78d251974a00496,22899,cidade 3 pb,PB
0edeadd2bf624904981e07e0a949841f,294a9f773c8344c3be4e133c3b71b68e,54473,nova iguacu,RJ
59bda87f59f64b1aae43a8e157905f72,a52201f5a2944d6580e56d04363b5752,42591,cidade 1 rn,RN
837da4b9d2a443f393a2a2b5f8864fc1,0285443136744984945060ab65c79d9c,68800,pelotas,RS
f47a8fda4bdc4a0f9297881ba10b015c,5943159bf0e0409694fb4ced9e799e1b,46509,belo horizonte,MG
5201850c373b4dba98e8b7a0e21ba5a0,d75f2a2981b844da8e47cc9c7312f82e,68082,fortaleza,CE
bbcd267b4dab47a0aa2111d9b5bdcfeb,733b686c1dd04b5894ad78c2f9b6b740,22833,cidade 3 rn,RN
78fcae786c124f329f2e8e1f115a9faa,b90927960cd54bc1affd22df58e9da9a,11934,nova iguacu,RJ
80e83a1f22e14bc0a28e724186205540,5fb51ff21e9945d48cfe2f0ac1b8d090,31798,cidade 1 pi,PI
99d562a5855e48d69e307cbab1d80254,90edca05cbc64c1785caf8896802de1b,38016,caruaru,PE
c1ae1a9c658741e1b964756735c26ba0,ff77511ec6014007bd56d8c51ee59fe2,31579,cidade 1 mt,MT
1153506de19d49aea4d28fd25b88e903,f73a8e48b6fc4aa7968eb3062092c0b4,44760,anapolis,GO
600bfdd99ada4cd5a9b1ff222ea8f706,62439feff0c24373b5f55dec0f9c8add,47388,cidade 2 al,AL
1816b9ae7c9647f3bfdb763e4ac2f8db,4e12baffe5cd4e588ec102905d3bcdc3,82845,olinda,PE
f821d9efbb1b449e9d51cb72ea44f436,330fe99330684d969d7838bf793af89f,30289,cidade 2 pb,PB
1ce02f6b2a7846acb072c72adde02cd5,b6f998b7a4464354bd915b1e68299144,17665,porto alegre,RS
d045b4e6792e4a1ebd36cce061c1b079,616f9e31ce414fd7abb20fd9bce3ac6d,17989,cidade 3 ma,MA
7123c5a46a7943bb9e04a5bc9cb898d5,80fcac2356d744d0b9a3b37b99866746,16572,cidade 1 es,ES
adbf9e1d698b4ba58dd987af64488ab5,ca0e8205bae64dab9ad8cdf532017df3,79615,cidade 3 ma,MA
dfe54ef67d744b57adbdb950903d9f26,efe3d68f8c554059babd152e18b81f85,20500,pelotas,RS
d0eab3a064be413e95f95a1657f5c18f,8fb1824fb0c844ffbd00a76d3581e2cc,87992,cidade 1 mt,MT
93f4f96ac2854bd7ba6417b51fe2db3a,2e018ab9816c4bffa6965bdea03ee5cc,62923,rio de janeiro,RJ
c81b7b16c42d4de0ac2434e9cbddc255,d8e243c7345a4741a90433edbaca6fed,42271,contagem,MG
2b13431d77214792bbd6bbf8474f20f0,4c61f929d28646389f641b93f4f99a3f,91183,cidade 1 ma,MA
13c91a0aff16433aafb0ab6ad7105fd3,1322a3788db141aa9ce3e85c3e9b407a,86503,nova iguacu,RJ
e237edf1fcd843baa8ee9fde98bf5638,2cb15dab90b84ed58564e0fe9ff96b22,44179,cidade 2 ma,MA
a1da58e4294147979e84730bd7e71ca6,9141614b4fdb49b999217792c9270a82,51180,maringa,PR
b1648d1e82d541eaa9dfa836f3f53952,90f62e1348be41ff943753f744e309fe,27154,londrina,PR
1a30deb045d04d3d8170bd3c3b154bf1,379d8d00f2e34a0ead6ac7fb26daaec8,69929,cidade 2 pb,PB
a79ad32fffa64fa58332d26d23804245,de343aa750fb4825a7f4cf96f4418f59,11220,salvador,BA
f2d9562415834b3095db9cb438e812ba,0770edb5196b4dedb22b67c320ac2e1a,23104,sobral,CE
553f350d41d540c3947257d790884712,a77a5e342d034b38a6403bd232f9125d,76307,rio de janeiro,RJ
bfbe5ceac35f436caf49f2e666e8112d,b1ebf6aa053c458a9c11f4b54821502e,19016,joinville,SC
2b6bb72a5dec4c8c8ef603d7a7e070b2,e6a419b2b302427fa433b2778ccdf766,47353,cidade 2 mt,MT
8002fa995c2d42f8a0e10ca93c878c8f,1f4d4522314f41409b05db9831a4c3fd,49651,pelotas,RS
b18f3678c1954daeb465b68be6c27008,81bae3d10aea4b37afe8481a70f5d9e8,79329,cidade 3 ms,MS
7f3c27b9ec4d4c0392eab5db0cc2abc8,1d06f15fa12d4c2ba6b624831ce93d1a,49240,guarulhos,SP
ffc4fac17953476a98eeb9934757b001,a822cd47c2cf42bebf8b8874a7f78a2b,27601,cidade 1 al,AL
27213a0a33c14dbc9d23cc51cc72a126,05849562f4fd47b5b80e2ff9873bdab6,82512,florianopolis,SC
a99b120da260455897ad3e2b1404b0be,d1c71a7eb792443a80942383eb120d7b,89276,caxias do sul,RS
f6490b6bd8fe47279283711422707fc4,740e7e5ee0134938a896fa1328f48204,36685,londrina,PR
b51c56dc19dd44b7a3787223155f65b7,e276b360bff44145b7ffb192ce73a737,76244,cidade 2 pb,PB
f638abf6d88942bfb3a277159ab33a67,43b2505bb88f47dd96bc309a6303f372,22097,fortaleza,CE
956ed612d0754c60988b28ad3c6b4fef,d3ce82bd0f0d4e3ba836a60c3230aa60,15778,cidade 2 ms,MS
76387027e00048148fa1543093d423dc,1d010e6d8f204420b86536880d9e97bf,93507,sao paulo,SP
27b56bd9a54d415ba706756337466e31,fabe21e88fe64aa7bde48802449ec920,67912,cidade 1 pi,PI
3f9a7880d7c94d1f9f561c8f6b2e96a2,1a93a60973e7479290533a88bb0dd389,83519,cidade 2 ma,MA
618224547eb94415b5c8a38593af60ca,2af3096352f34112b8e441d698d5979a,29536,sao paulo,SP
f76c8d48931945e0b97a5ae6da7b99f3,f083497bf1f34cba958525a952a21d2e,86350,cidade 2 pa,PA
77701a287e344dfa8eba97156ac37df8,8ddf3690d3024bea8c7a5294ab992631,26704,cidade 2 ma,MA
e1de556d3aa547a78baf74b95c4ad27e,46bc377acd964df5a07199068743d420,15229,campinas,SP
5f61bb7b211146b0a7315eceed19e7b0,2b90b26c529148b987d44e249d3e5659,99399,cidade 1 mt,MT
88ff79e5264745ac95a7885c09ac686e,1913c53dec9749adb1670f24939a8b01,56357,curitiba,PR
a48ebb8e08a6444cb6afca1d7ea02967,f0d0bef5891a4507baafa6cbb1c7ace8,91351,cidade 2 am,AM
c788ad45d7144ab8bfcc68b2ccd101e9,32a5e02e20cc424a8b82e29cadc00c4e,31299,cidade 1 es,ES
561aa53240754560b038ad3954195704,acf26914c9584b5e8f1794398f31eb73,64040,cidade 1 pi,PI
df3f9c2fe6f74cb19d69b2a345f9f912,40a3ab73696e4238979a77ef1b36771a,53540,guarulhos,SP
da3b79cd68d04d9888a920662e037d19,af159a0467214fbeaf4274bbce0babe2,97806,cidade 2 am,AM
11610bed1c1d4dbe9c260aa9c10aba96,7cce192fe01649d58342dbce60a45202,44970,cidade 1 mt,MT
438c639afa1441f3bde940ff3ea2a4bd,0d3abcaec068401ea01403a8e3e72b28,24168,pelotas,RS
6be50f133e614421aab30678c21dde11,e40af9767a7e474089ce2217279699d4,71694,goiania,GO
3ead984f13df4ba48c4caf514c51b938,efe553f9959c43eab0230bbee98f86d4,55830,londrina,PR
a5ec5c7fdadb4f778856d11dc1ef01a7,f689d45c09d14921860c7b8ee2e43c93,39219,salvador,BA
b0b55e6d88e244c188b10b3d0fada816,af4ef230b06948aebb679e938aa036d3,62227,sao paulo,SP
303ae56f5df042c3837290d2d7530e1c,a49d3c1f408949b7b032dc791cc034f0,46585,salvador,BA
b2ce801ec40b4c7eb3df2cfe770408eb,8fab6eb7caaf459c8a6a287577230ea4,62386,rio verde,GO
8ae3c0f0bb5e4da38493037760e4a1fe,ec7318e895e5434e87fad0d4b40e711f,53404,cidade 3 pb,PB
85b32e5ba1f84905a4790671a3f79b92,a8fd11879cbc4de380c0e200f1ccab37,44237,cidade 1 al,AL
b985971544164b4ea5fb977afeb544c4,b9097f3887104c28a2283e7a04267bf4,15014,caxias do sul,RS
06e21dc05e494b858d47ecb4d576aaf7,ac8fb5c8891d450da12f1aa6d6bdd723,55309,uberlandia,MG
938dac69ecb240c38120fd6f8bc3b447,ad008d6682f24a24b847a998e9caaa76,67199,cidade 2 es,ES
1384db34f8064dd8a70a3197eb60aa0b,c50f9e43e5384d8d9dbb1b7286259c5c,25157,cidade 3 ms,MS
bd3d3178071c49e08665ceca21d171d7,d91ef2ffd32642e390d529b0280ef079,34914,rio verde,GO
5b1a5adafb3a4b24b5a8d16502e50b9f,581704d7ff6b490987aa560464e49a49,67154,blumenau,SC
93253853fc6744d686b3a90c58ebb7df,7c6d658e918545d6a57289cd6afcf5b6,97900,guarulhos,SP
370603e689244b2c9fa842a0dabe00ef,3ce2ed77f09f4201b9c93f035a4f5448,19171,caxias do sul,RS
2466942f1d5c47468cceff330bf49d60,a3480cdf25d847c4a0e3e5509d1c8cf9,91678,cidade 2 al,AL
4a32883d067a4e9d96d6d061bf10f4eb,7852fb54cd9d401f974b1c9bafe7bfe3,49363,salvador,BA
991faf6b9c76412bb9dcce90c3e92323,56c8223d93fd415bb47fe39b57605683,63528,cidade 3 pa,PA
9bd1e3a507cd4f5d89ee22bcb0656cc2,a3445435acdd41b4a9db725d19e3b28c,48752,ilheus,BA
e0454a6708a84fe6b986250ac886935f,94828581de1f40818996853c840324c1,65108,cidade 1 ma,MA
7c769892efec4fe493ee20f158452f15,f4fcd37e66d64f14a0ae1e5d302b901f,98777,cidade 2 pb,PB
bac9c5b318e645beadba4f7b4a8b2f3b,a88c7abc6ed8459fbc753efd6c9a6bfa,90676,cidade 1 es,ES
b565523a39944522b7ed2af781bc2d40,2f7f26ae373f40b694f3c7546f570a26,81819,cidade 2 ma,MA
ffa044c7d20b4d299c1804699d6c7ef6,6b81d948740f4a0da6818599cba51bb2,47606,cidade 2 rn,RN
1278e3a0c7a94061a8fd4a1d0a09d476,ae50f3a80c874a068d631f04f42e1e50,89516,maringa,PR
b26e75c6d040471e8a08a01fd47f6e6d,612024eddf1e4cbf879d90439f0a14a4,67905,cidade 2 pb,PB
b5325cb2cd50478c909ab6025aa9e33f,9e8d386456de48cd8add4c6786d1dbb0,77000,recife,PE
b3dab1887e664ae68149d2da71c1154e,b3b5fa32b3cb4bd0a3d4b01d9dab1322,32241,sobral,CE
a0c6a4e25e514c7687320ee28ef3d0c3,5cbb84bf9bcb42e1be6d436948604640,77561,cidade 2 pb,PB
8226c50119d74478b0d3086878f42fbb,4a52e507176347859d61eb900e9a4d96,53933,cidade 3 pb,PB
71de2a38a5204574925696a47d07078a,fa747a761bf0420886112a84be19eaf4,98184,rio de janeiro,RJ
8f324390a66b4450a607139c37756fc2,b521580e1dee4b959976b6f7ec4a5f27,29313,salvador,BA
2e851e55e8154890ba5dee98903bb42a,dede940076464fc086e1ea77528196c6,72277,sao paulo,SP
0cbdd668107d407287d5a51d68836501,717f3f5f9a394b5fa8690a7203c0b188,69692,cidade 1 ms,MS
3d5523343f6e44b1a140c76c5fb458de,fb4e1d21229f42778b37b8668491dc40,85454,olinda,PE
91b73a1708c94470b09f85e58fd8abdb,e58893b75a1647c082486c43502a5c6c,60328,pelotas,RS
7c6d7e8484de43a8b015600b261ddd42,3217ed36d4e745cfa1e639cba416e77a,29342,fortaleza,CE
710acbf0432c4ff1aee249c9ef2d155e,01197812b39a4ea3981845bef97c48ee,23970,cidade 1 pb,PB
db7bbc7e1a7d4a3a9f0068b6ce33b462,ab8e0aa58b1c41b0af38d8183d7b0533,33053,cidade 1 am,AM
6be83b89f35845e3a78b775f5f2f53e4,3c79ed9433424768b7e8a56704fe39ef,77889,cidade 3 rn,RN
e518db9b1ce94005801db57bd9ffe8d4,83fc302ac54a421aa132518394a5324b,42662,sobral,CE
c30c4e4b77924b83bae934bad3e26381,88a8e6df51c947b2a399d6b09bb9c64f,69829,cidade 1 al,AL
2f5db963fff74d29b1b75bdf23fe68dc,0d683abbcc6046ceb06fc24a52a02351,97500,uberlandia,MG
5eba83be9beb4b79871ade06a7b588c2,58ccf9f262454f7599961f40cd522c5c,88047,cidade 3 pa,PA
24c345db6c174ca79c10d94c20fcd848,76ebb63a6095417cbe808dfff32dd45b,90301,feira de santana,BA
7e1d679a7a0d47419e87abff9100f4c6,af8182ec2c644e5c885bd23023954035,65933,cidade 3 rn,RN
3138c5fc10184f81b4983728eca3d9b3,d0d745ad17134c9f8973b206f68b9eaa,68446,cidade 3 rn,RN
52942b24a5dd43778803c8e41e094b0f,5d54fe17fb234ce09c5d76e8b00b4fe3,72216,cidade 3 mt,MT
f8310a3fee0a4d998162dede947a4362,5062a660bfbb4cad94cf9f767ccb1572,93579,fortaleza,CE
32d74ac04ac643ab98cf8ced2e0e9571,7b2886aa2fcd450f8e3935bbd9adda7a,73517,blumenau,SC
3c92b159ea1a4b08bddfc2f0b759da72,e6db3757729d457ca766b03dde254031,67654,cidade 2 ms,MS
aeadefc2c8d2492f986a6993f00c9d9f,19f5b1ecf7b149838426383322ba34a2,40735,niteroi,RJ
b52017bdfcd342fabb09009a57114c2d,2b50e232c6514d0195f01c7b2b234bcb,80798,joinville,SC
5589bfe3e1574fd48957efbabed40190,6e4d95a22f754dc7bd821251715c36a3,40311,rio de janeiro,RJ
14cbbb1f81c0443f819af52891888ed0,2854cf7e028e45d08bc680a19ce587b1,38043,goiania,GO
8faa8691981b4ced88047bba06b39ee7,8f75e47d955943b29b5f0b2c3dd24e8f,53369,niteroi,RJ
045a9ffee4cc4fd8b48842e302d1f6ca,996e6090c4aa4d9b8cfe4dee58431c26,18161,cidade 2 pa,PA
8866f10cb4ee4105bac2c456ad5d389c,b0ae0c334f6340a5a60b3b9f525b36ec,61049,londrina,PR
7d64c8245bdc47a99660e0e102be266e,22c02b9f59734c7aa07fab65425f1c94,12560,cidade 3 al,AL
851b09d60da4462b820f291251352722,3fc020938d7a4352be57937d017826f9,59857,cidade 3 mt,MT
f6831d078c614f3180048831bf86ed4d,d6a556efdd4943959ceaa5eae4fce467,49139,caucaia,CE
e331d983c66d4413af97520e58810974,f28c7fa90fe443bd8727a97fc2090983,80545,cidade 2 am,AM
d0408c14c66b4ef4b705e989df6d2443,8a2cc05d1e1341ada3d45c3762871789,89069,cidade 3 es,ES
5d18d2569b224f7285c61d32b050e4e2,e13ff158ceeb4c948925a1470f9b1037,38760,cidade 2 mt,MT
a52cd853686b41bda4e8a0d33500125a,ae5227d320b34f5cb377031fef2dc338,13804,joinville,SC
b4732855384b48e6aa04c828d16ec345,5190c5ed1add40b99f063086ae1b2936,99016,rio verde,GO
d8df480e92c848b0812510764cd0d849,0f35baf2dfef4629ad96ec4ec54fa9d1,31632,cidade 3 am,AM
9f59d276c7ef4655a7212c92705019b0,7808fdb737994780bad584a9acc7317b,91560,cidade 1 rn,RN
6c86d8f891e84709b7dbde0f0c1a7f5f,7546de53e0234fcc87768f5b67cf10a9,87580,cidade 2 pa,PA
000d3d67272f453bbc49a929e11a0542,bed6ced372c6427ba7a7fe350de58cb8,21003,cidade 1 ma,MA
93c20899e9cd4f34a6a02929c2e1d59f,eeacba8eab40419eb389b132d72b28a9,70515,cidade 1 ms,MS
d26b6b19f46b4270a668ee13a1101bd6,1902174f74444863b07e2dacac3a68cd,59689,caxias do sul,RS
3e6239d4dbd74e7ab30fda7c6434b4a1,e998b0db1e4d4ec781d2e435f97db283,52840,feira de santana,BA
39e1ed7e206e47dfa29c533f24b29d68,843ea1eb5a19435ca5ce57abaa06f20d,46471,feira de santana,BA
9d098d4e33684ab3957247c0d2c13f47,14cbdf8e07dc45c1998fb745aa335fe8,43065,cidade 2 am,AM
74e55e5875774f248313b8dee451b615,ce7a0d06abfb4b28ab0c08848f28ab84,12540,cidade 2 rn,RN
73a34ec719ca425090856cd60832c046,450adc67f0c042db91d1455002ed8152,55870,cidade 1 es,ES
be644e94e60443bbab9066c35c521874,1a0994a3a4784d2d9c9b5b61863dc8bd,95426,curitiba,PR
3ed7b0b8f5484176a014e92c36a3bdc7,67c4d960b1524cf1b925e2b3237bf860,42411,sao paulo,SP
3c515a57d32f4d53adc5e8e128662d0e,40b80f909a1c4cd398f45483bf800f44,91439,porto alegre,RS
e7153df6a7744a2892fa7ef8fd76600c,ad830c24959c482dbd41c2ddacd03d25,72070,porto alegre,RS
a014625581ab4235b6862431b2109c56,470722eeb99340638f3f196672c3ab19,38569,cidade 3 pb,PB
504d410912bb4b4093c715feb601ec82,5b0f36b247f645c7ae0b6f3d41450c7d,58351,caucaia,CE
4b4d7f165c6847cab61a5297f251e02e,a38077721f6a4420bc4fcfd3bd975a86,25012,pelotas,RS
31d1caf410df47d38fcda20490a17279,c8778433dd1b41ab9d90e27893f99905,50768,cidade 1 am,AM
ec667b4205614a8ea08a5f3dbad98a24,d3103ec4807e4dfd9e10f8844f7fbb52,50888,belo horizonte,MG
81e26dd5dd1e423e95dd5fe0343ad908,120e1e93965f4819b1928b8ff6e265a3,61990,cidade 2 ma,MA
1092fb4d03384736b3a1ced7ffec4baa,7b92da33e2654eaa8ddcfd4f5d3f31a0,19961,cidade 1 al,AL
7c807bb301fe4f189fc66e8f7dc1971a,6f7f75e665d44332990023ae237b92db,41830,cidade 3 ma,MA
150ee45617324930a74c6ef605b73951,59aec0ba5a724e1982ed9bc2bf1e4cd7,99687,uberlandia,MG
4337a16c27674effb24f4a62babf07e5,61686798c44e4a12aa270b821ad8d1f0,84177,cidade 1 ms,MS
f32fa382d40c4bd9aad4338338cf2d9d,c3b2d420b6cb46f9bcee74d00404ce5f,79827,cidade 2 am,AM
55242e3a47304d098d08a3f863c04a56,c08e7aa684024db0bfd173fc1533a458,19038,caruaru,PE
28ffb81c036b4972b472d52175ca844d,4669d4140c5c4c1181457002d1221ab6,11658,cidade 2 pa,PA
f4c888d26c43478582e07167a73b1fa7,7c578ac8c52840cb91cd26be8e88d9e3,23833,cidade 2 rn,RN
8911e8d5d1914f2bb8f41d16c634e8cc,fa9af578d491448d8d8404656e66b863,93307,caruaru,PE
ff51bc5938a047209423fe0104eeeead,52ad999edaea450380bfbafd883243d3,30052,cidade 2 mt,MT
585f697818f046408451d25bedd8ed0c,0e7e816edb7e41b5a9cdae7b0b96af96,78386,olinda,PE
1130c5096242432884404d935d89d7cc,5f4cc6b004174cbd81b266fb3cb5c82b,90728,cidade 2 pi,PI
e3060a7e70b0487ab8f613c87fd79fd0,69d810cf428541768b84b4158ef6cbd8,73372,cidade 3 rn,RN
e63e116cb2f248bd84f3937bf879e1b1,d99fc22cea85434582f808b985810ecf,87656,sobral,CE
0ba0effa9a684e549b78b3f7fb002971,f210c1a92f914ff1a82e9adddd2ddbb8,21359,florianopolis,SC
054cae2b590e42c5a44de103138570db,2b1a53fd3c0141b18e3633b0abf867f3,41963,joinville,SC
7d19d34ad2f148f88d029dc94ef30c33,b475d64c43ad472ba9cd000052046d13,89997,cidade 3 am,AM
c2b61e4e86e54266899327af7dd7ef4e,6f7777bef4134865932f3095a57ad3b9,13761,cidade 2 pb,PB
201b5650ebed40a4b12d73ac5a171799,3da852d4f46b4cc3a1e44ae136a99f6d,33834,caucaia,CE
9c12fd421bf94b0baa160a2ab9df90db,2dfb75ede7a448458d52c881c77cc884,43862,caucaia,CE
7455e3f36c964d9583d63162db294f2c,29154f98d0da4f768d5d946f830a4b5b,46211,ilheus,BA
