order_id,payment_sequential,payment_type,payment_installments,payment_value
2eddf38d90c74980a724a82a62fd8e3e,1,credit_card,1,174.08
4e2fe1f438f84f7a8079286c9ec0c4d2,1,boleto,1,231.11
a36299404a36434fb342f0e4760fae5d,1,credit_card,1,100.07
a36299404a36434fb342f0e4760fae5d,2,credit_card,1,106.46
5b966f615d1b497ca1696cc82316c246,1,credit_card,10,53.04
5b966f615d1b497ca1696cc82316c246,2,credit_card,10,98.95
8dc50684de644d52a031ef015c192db6,1,voucher,1,623.28
3d8c933f07c8485aa331eec94b9a09f6,1,credit_card,1,412.45
40942d40f3064df38e9eea0cdae1fa86,1,credit_card,6,272.76
5d9d7cdd43a94cf2ac0d251bbcf51a66,1,credit_card,2,151.87
f2187ccb96744070a517673e357258fd,1,boleto,1,397.54
dc5c4ebc5332421589d66b8fb5ee0e23,1,credit_card,3,264.84
3e287b5dcafc42afb35c35972028e1f0,1,credit_card,6,164.65
3e287b5dcafc42afb35c35972028e1f0,2,voucher,1,347.51
9994cfdda12747078a53113c98a0b8b6,1,credit_card,1,198.38
6263e7b404444569a577a382af127fa0,1,credit_card,12,52.8
9a16185783fe4c1597373fbeef6a958c,1,credit_card,10,435.09
1277345468124416ba5097d509baf3c4,1,credit_card,1,270.69
3ce54d2cc50f42bd8f5b54d1ea96642f,1,credit_card,1,79.89
37d57296aa264afdbbcd4c60e5a95a0f,1,credit_card,6,35.13
a9f6271563f5422e8ab4e2b765af79b9,1,boleto,1,101.18
ad1266b8965844cba0c0364cbe2c837f,1,boleto,1,184.1
6943d3a68d164d92a5e5f137aa2c208c,1,credit_card,10,145.79
b76cb1ee35ad43068af5c32b0720304b,1,credit_card,2,78.06
c62002fe02814344aeb253fbfa459a13,1,credit_card,6,36.54
c62002fe02814344aeb253fbfa459a13,2,credit_card,12,83.27
4a151ffb6e98421a8220f9d189bea148,1,credit_card,10,42.65
4a151ffb6e98421a8220f9d189bea148,2,credit_card,6,75.21
f084283566a54b3796cb7b30d63b799a,1,boleto,1,216.74
d6acf7cbfc2a448ea6474077be9852eb,1,credit_card,1,43.76
d6acf7cbfc2a448ea6474077be9852eb,2,credit_card,1,20.28
b5773352ea1a4ddba731e7e1c3071bae,1,credit_card,1,665.13
f29c504e1dec417c89bf8e78e063d6c1,1,boleto,1,53.76
f29c504e1dec417c89bf8e78e063d6c1,2,credit_card,3,37.55
f0525465778748638ba6dc97fb302b6d,1,credit_card,1,90.22
d972a006b61d4266bb8ed3584b67fd20,1,credit_card,10,265.89
22a47a0d9e3841919ef94dd6259400e0,1,credit_card,6,54.62
22a47a0d9e3841919ef94dd6259400e0,2,credit_card,12,88.75
834e15ae780443dd8fdfdf4600bd46ce,1,credit_card,12,63.04
3a5d22ec0bc540d9974b796c52485e9d,1,credit_card,6,27.43
3a5d22ec0bc540d9974b796c52485e9d,2,credit_card,1,12.17
e67f39af14104ddfaa82521938b9204e,1,boleto,1,59.61
71f9bb3000554d3b805bcf50b92d7226,1,credit_card,3,105.43
c842047a9ca94ccd8e2ec6236bc95385,1,credit_card,12,150.17
4fc9653329014b52b679e15628967669,1,voucher,1,136.77
5994bbe268af4aa498a6d2cc45e1fd1d,1,credit_card,3,78.11
af0eaf0f2a2743abab0189c11127084a,1,boleto,1,495.12
ef44632fbc13469d9a3b35b706ef875b,1,credit_card,1,74.49
01f33db4f4074bf995acb8c9281d7549,1,credit_card,1,247.96
ef7e32ab58eb477f9d64b1f95c4e8448,1,credit_card,12,284.4
fc1f396868bd4ba29f559e702d524feb,1,credit_card,2,38.97
145bece4f58147359a8f1d93df14be29,1,credit_card,3,245.54
a686c32aff054abeb4b4aa1692297a7b,1,credit_card,10,127.22
feb80ac98af6440195e40d4f56e3d5a7,1,debit_card,1,95.28
8347c7df6c3745efad5fda8994965e28,1,boleto,1,1212.75
23199c5a58d645729d05bd635cfa3047,1,credit_card,3,140.19
14974757ea5a488bbf8accb1840eb282,1,credit_card,1,156.91
814780a229ce4f4b84646071dbcb3452,1,credit_card,3,160.27
f8b394083b0d4c9fbcd320716eaafae4,1,credit_card,1,146.2
bdb9c01c611540e49469c251bdb203c3,1,credit_card,3,106.74
a8a8c4f7db9a4f7988bc1d9460f10507,1,boleto,1,165.15
76c48797c62249cd81f9d9f6e3fc7140,1,credit_card,6,270.19
e81ee085e77c42eab220e1e62d2f3ecf,1,credit_card,1,386.64
af968c9eaf7144a0bb6202e11a3dc39c,1,credit_card,6,35.73
af968c9eaf7144a0bb6202e11a3dc39c,2,boleto,1,17.32
93ee4e6c4ed64af7b4b3cac7a8d7fae3,1,credit_card,2,112.19
80fbff0731114a5f82376de0801b8486,1,credit_card,12,459.53
745b7e3b9a6e40368e4fbfc62871374a,1,credit_card,1,44.2
745b7e3b9a6e40368e4fbfc62871374a,2,credit_card,12,34.09
0eb501c06e884523a9eaf4a4b905358f,1,credit_card,1,131.02
9c34935a2d8a4e84afbd209b3bf7d651,1,credit_card,10,260.07
ef23a2215c7a4c2c81d703fbc66d59f5,1,credit_card,1,107.97
dfcd44ea861e41d8a2c04bab081a3da7,1,boleto,1,443.98
b4cf6d42d3c341c182df183989d4970b,1,credit_card,1,29.43
dae030af9298421abec38e425305772a,1,credit_card,6,71.64
dae030af9298421abec38e425305772a,2,credit_card,6,40.7
092822a860b84c82bdb83d9c541b7ed5,1,boleto,1,73.63
6a990bbdc0d748c890f00f84ca34eb1a,1,credit_card,2,172.95
1fd1100981814a95bbbe6e51f69a236f,1,credit_card,3,34.05
2bd9740c167c42b8884a211fc503b942,1,boleto,1,77.77
b36c602e2930496b8a2b41f8cfab8ff7,1,credit_card,3,116.85
d8e58f2f871c4f15b6f3a4d2a3359231,1,credit_card,6,180.5
4f17788f52db42bdaf2a30191e8b8fc7,1,credit_card,6,92.69
a9d43101f07c49bdb29c4e910907be6f,1,credit_card,2,49.26
7e0c96fb747a43b38d99649caecedc95,1,boleto,1,48.67
7e0c96fb747a43b38d99649caecedc95,2,boleto,1,28.94
4ad91988e0334a0b9474ec8a9b1af558,1,credit_card,1,79.75
5ff8f2b4aa60455b9d502451ce21a042,1,boleto,1,325.88
c3a59e1d50854957aca0cddc7e29e089,1,credit_card,2,201.34
f1c85eeb5a424cdfb81c5ec9fae3d9be,1,boleto,1,342.87
2adaec53a0814e7f859707cb6182b9ad,1,boleto,1,152.19
47f3646dd25e43cba54320f11d7f9f36,1,credit_card,6,581.03
adaa5a51412543f8a601b136e1481ab9,1,boleto,1,136.12
126960521057411bb3de91491e5a2de0,1,boleto,1,138.31
126960521057411bb3de91491e5a2de0,2,boleto,1,176.36
27b2df291eaa46369b51e987a22e4ce8,1,boleto,1,59.23
cd6aa64cc70e419b9477ef93c9b1e5a3,1,credit_card,1,184.22
cd6aa64cc70e419b9477ef93c9b1e5a3,2,credit_card,2,129.74
398f433e380f44ac9ccbeb6c8729de72,1,credit_card,3,153.56
8b3fece51ad0482388d4804f51170fc4,1,credit_card,2,80.07
dce35ae7ac504371903ba488d6d1c498,1,credit_card,10,289.95
ce8e5603f5c24d23b9521a52e3d3fca0,1,credit_card,3,166.08
79f5d4f97fa2419e97b6679ea3898db0,1,credit_card,1,129.72
2eb268da53ba464d983b3afe12cb95d0,1,credit_card,2,91.62
ef331d6331ca43158ab8968243d360d7,1,credit_card,1,94.25
663f1fcbc500477b93551eb21e1ab5bd,1,voucher,1,133.41
ddc57bb7fce94c49bc684c49eeb28561,1,credit_card,6,302.38
31cbacfd949641a19d4bb86d9b502d51,1,credit_card,10,234.91
65697c28a1ea4eefabd1de2a435b6790,1,credit_card,2,204.63
31cf616fdf4143b2a0a2d0dd5f697e0d,1,credit_card,1,176.51
31cf616fdf4143b2a0a2d0dd5f697e0d,2,boleto,1,389.73
7d1fe1f717dc44ddbd602881bae43957,1,credit_card,10,93.81
88231b50020047be9cb017230048ab4e,1,credit_card,10,111.19
50e00b3bf4e04d7ea94ee6c13a2e23d8,1,credit_card,1,189.42
ea9bd27edc2c41a6b39d65d74eeae1ad,1,boleto,1,452.5
6d7bbbb3daf34af0ba6667b3a2bb153e,1,credit_card,10,110.88
37222769959943688e93d07c03525f30,1,credit_card,6,79.0
37222769959943688e93d07c03525f30,2,credit_card,2,49.77
1e81e1ad12984412ba72906bb8407094,1,voucher,1,87.06
9bfcbbe7f21c401bb7f9ecc8b079e365,1,credit_card,10,337.07
2495e3632cdc4a2280c7d2664fa4ba78,1,credit_card,3,40.58
1ad4a857f12e40379d369d380b24b960,1,credit_card,1,120.43
dc37757f4c774f7cb6700bbdfc92e906,1,credit_card,3,296.26
04c55323d14f4eac811aed9e7463335c,1,credit_card,12,220.92
b87936985ec54c3fbf500e0b1834a734,1,credit_card,1,95.33
b7db1bbe28f84d3c9068963168dec7e8,1,credit_card,1,102.6
1146dc81507e4e458e61ca78720f853c,1,credit_card,2,234.13
f320a7d9c40944a6bb52ea0a2edcd814,1,credit_card,6,115.57
f320a7d9c40944a6bb52ea0a2edcd814,2,credit_card,1,74.69
94f36444974f4118b7e6363d584481e7,1,boleto,1,604.06
5882589bbbfc4277a24d5a8ddfb69acf,1,credit_card,3,167.93
88a7714e70fb4187bc56a856a584c529,1,credit_card,12,69.26
88a7714e70fb4187bc56a856a584c529,2,credit_card,1,33.06
2f0f066555334589969e62a348bf84f1,1,boleto,1,250.8
2f0f066555334589969e62a348bf84f1,2,credit_card,3,224.21
51efb3337b944e08a8435af53e3d285e,1,credit_card,12,92.52
62f6cb3e0b794df3bbddd0c8a86f4fd6,1,credit_card,1,309.66
45d2ea6cb45b450f8c65ff10a0600724,1,voucher,1,58.31
3ad28ad13b1140b196ff220bc50e9508,1,credit_card,6,308.21
ef16bd408676475886cb5721a0e092cd,1,boleto,1,150.87
97e9bf67ecee4b6792c7dbdbdc77fe30,1,boleto,1,408.71
300229179b184a51bf98bcbc6f1c92b0,1,boleto,1,75.64
300229179b184a51bf98bcbc6f1c92b0,2,credit_card,12,110.23
6c25f427f5404eeea2e3f82249b35746,1,credit_card,2,256.18
da4445ee93604c44a583bd4afeaa2bf9,1,voucher,1,70.26
83e6843bc1cc4284a31126a8d19bd21e,1,credit_card,6,103.35
0a457e03e8464c9cb3282e3446123ade,1,boleto,1,93.24
2e9bfdcc571645cbb5ffd5ee8c7c5d45,1,credit_card,1,48.25
f5110e17b3904457b95a6050b24e8c2f,1,credit_card,1,77.61
6f7bc11ea8e447adb79ddd4f668fa632,1,credit_card,10,213.45
9f16097522bd4751a4bd8b319e8815ff,1,boleto,1,64.25
68b122e6fecf46edb433534a8987548f,1,credit_card,1,194.44
5dcb22f521854fdeb7255df65582b7f8,1,boleto,1,91.95
b017fa77bc99424ab3484a145e2f70b6,1,credit_card,1,204.71
a75d0749502f42c88a4a295647579343,1,credit_card,2,206.65
95b878ff0f784d54a7658c2126ed3035,1,credit_card,1,114.75
2f8fe168e37f4dd3828e99610de9e0a1,1,boleto,1,63.67
13a51a73df2145e3a6cdc1ece4d28bd4,1,boleto,1,175.64
651966d8850b43a7be2e4b5c396df01a,1,boleto,1,75.18
72e8233b96c649fb8620711005a319d0,1,credit_card,12,65.78
1e6f24214fb1439aad647bb93f76505c,1,voucher,1,124.11
6bc336a5545741c0b303a17b1f38a55d,1,credit_card,1,82.98
96fd87ebc39641ac98d438a814d47547,1,boleto,1,235.83
96fd87ebc39641ac98d438a814d47547,2,voucher,1,296.17
8d829395d35e4a5c9c9cc3c0a1eb25cd,1,voucher,1,59.95
8d829395d35e4a5c9c9cc3c0a1eb25cd,2,credit_card,3,132.35
4aa2971c451943edb7a0f284a777ba7f,1,boleto,1,257.89
f67c3b7f8ea3491f9b10801097e15ae5,1,credit_card,12,104.41
9441ecfbaab4464bbcd722367a105903,1,voucher,1,332.71
27c4baacbe3b4ff4a1e4e9a3041c656d,1,credit_card,12,235.58
286bc74329224c948a29332a1952cc4f,1,credit_card,6,623.01
1994409c0e5a420f990a748d6e44d17c,1,boleto,1,162.55
c7cb3ef81fc047b0b84c0e0e54b98768,1,credit_card,10,126.35
039aa1fc6d824f05a4a486651c090036,1,credit_card,6,336.1
4f2a4e2b2e0c44b18a13767a13b90110,1,credit_card,1,86.04
4f2a4e2b2e0c44b18a13767a13b90110,2,credit_card,2,39.69
64cdd3ec854d432686421eaac92c5329,1,boleto,1,42.21
5ca44661a1ef46e0a3394d860d963530,1,credit_card,10,74.67
caee03c247264148930f57b843cf243e,1,boleto,1,47.6
127bf755e0364dde914a0808a523bdf8,1,credit_card,10,303.89
cf143e690c784ff693fdc94d88b9935a,1,credit_card,1,254.2
f80dc30c7e38479f959c4342026a8e26,1,boleto,1,293.24
deaf86625ad9484d80ab724717b8ffd9,1,credit_card,2,86.22
38f600007eaf477b8a11a641d651cb05,1,credit_card,2,353.78
58ed275853c7436ab9e4c1f5dceec346,1,boleto,1,194.77
97d52a525c1740d282eeeb4f617239cf,1,credit_card,12,76.34
a1f89442dd214336b511b7de73bbb9ab,1,voucher,1,75.59
f340ec6f729549ec9ce043c9f546d6a9,1,credit_card,10,606.1
56ee992ab6484e51a8bff6220045a9c1,1,boleto,1,144.46
6ae02c4e2c3947eb9bbf516d92f49927,1,boleto,1,134.68
4a6b4ee449d64130b66fa8d3f16721b3,1,credit_card,3,58.17
e88b7742290a4c4b98e83b4c0f017aeb,1,credit_card,2,145.34
e1c2c835dcbc4a2ea162cfb61c2cf346,1,credit_card,1,284.48
d046241a3974476cb4eab355ebca0ee6,1,boleto,1,391.01
ea1b737aa56c450ba100cc85f7647879,1,credit_card,2,267.99
ea1b737aa56c450ba100cc85f7647879,2,credit_card,6,130.74
e6725d07e26f4f86b29edea9545a2900,1,boleto,1,75.58
103504fe2dee43cf88995808856eebc0,1,credit_card,6,248.92
a3aa4e1704824f65ae4ac07ad0e63615,1,credit_card,2,117.5
4c3ad5991cb241778220d8992b1fb401,1,credit_card,12,202.53
fe53fade69d64f21abb562f35728783d,1,credit_card,1,408.16
b2e2d000e5ea44d89609959af9265d44,1,credit_card,1,251.81
7d4f0fffa4004721972616f3abb87398,1,boleto,1,274.27
bc0f44ca0fd94a70800b928463eedf3b,1,credit_card,3,319.66
a8cf786a7d8d46a2baefe9b9363f8449,1,boleto,1,263.08
a8cf786a7d8d46a2baefe9b9363f8449,2,credit_card,10,224.17
85790741faa84dee88ee03ecfeb922ec,1,credit_card,1,24.12
fb91ea1db09a40f6b30922a93f056e61,1,credit_card,6,22.76
fb91ea1db09a40f6b30922a93f056e61,2,credit_card,2,41.72
88915277bf3a43ddb3794948d8f0b204,1,credit_card,3,383.22
d97dea62d6ca4b7da6837e6c194c6556,1,credit_card,3,112.65
e37859c7a60b4216bf95e9589f1a3271,1,boleto,1,278.28
bd329b56ed0d4191945a7304e5457513,1,credit_card,6,52.99
e8ec7db8a19f46f6b96d26de61362591,1,credit_card,2,406.36
320534bef1cc425aad31e1847768892f,1,boleto,1,229.15
320534bef1cc425aad31e1847768892f,2,credit_card,1,108.14
4f7496c3ba954ea19d40c8c89932b83a,1,credit_card,2,48.4
4f7496c3ba954ea19d40c8c89932b83a,2,voucher,1,102.95
367bc382052b4cd89740f9494e50a841,1,credit_card,2,414.1
2c0af2cb3459482b9921b084ede9e0d8,1,credit_card,1,70.45
2c0af2cb3459482b9921b084ede9e0d8,2,credit_card,12,78.17
954e81d658504519a69948d107d7cc54,1,credit_card,6,375.14
d6f528b05fa64ebeabd8c09701597885,1,voucher,1,421.51
283994d66bbd4f9581862b7b6dd48591,1,credit_card,10,237.87
9f36fde2db1d4afe9bdd6d6f96495c85,1,credit_card,10,63.67
3125d6ede79645269df48fded97d981c,1,credit_card,6,529.38
1c22d579c44c45fd9c6377d6dbd6d900,1,credit_card,12,130.42
a158c7674b9845ff95ae8eba2da7edae,1,boleto,1,59.7
7bd1af3639944fcfa71b35e673acd658,1,credit_card,1,276.26
399d7ab017c64cb090c538175ec5b1e7,1,credit_card,12,233.54
1c11ea30f1ce4501adf89c9f199273c8,1,credit_card,6,49.99
216c16283d784335a9be527c98b2beac,1,voucher,1,162.59
ee94340ac66a4847aa0e10ae99a3f7ae,1,credit_card,6,1057.58
4c1cb7076f734a1db4098c89d22160a1,1,credit_card,6,71.98
ef625f1d7afe4e45aa2f99f9a1111269,1,credit_card,10,32.87
89c8ff14abfb4042895101b939fdb697,1,credit_card,1,175.85
6f93bc00fc9b4bd2986fb1e35b36036b,1,credit_card,6,64.8
dd513a8868e045c2a1ef9748ed9dcb63,1,credit_card,1,51.02
0fd400ea84174caa8023e44cabac9508,1,boleto,1,242.3
84b441f00f194a03ae33a6910b4a6e55,1,credit_card,12,123.94
366b901e55454156a77b7656765e9d28,1,credit_card,1,301.14
1db738b286c44605bfa93ac8aa4b9da3,1,credit_card,6,22.36
1db738b286c44605bfa93ac8aa4b9da3,2,boleto,1,43.47
0fbd754e7c7c48a58da273f001c53ca8,1,boleto,1,49.08
d4d4a4a79ea44e2194fdf079b44955a5,1,credit_card,3,255.2
541c26af7ad647a4824c0fd7d36cb82d,1,credit_card,1,121.06
19d37bdf968b44ffac514f999b188227,1,credit_card,1,89.72
a6df68e1565c432698f0a67b03d79f0e,1,boleto,1,92.64
4e412520de2f4e4cba3d7756ed1e66cf,1,credit_card,6,45.9
54ab62375edc479eab4e2b548f77951f,1,boleto,1,238.37
ce97259dedaa4d6383b3f1b715181e9a,1,boleto,1,292.72
19fa863c3380415b97fabecbddaacd34,1,credit_card,3,242.12
3482408bd18744faa8c4422885b8f036,1,credit_card,1,75.18
d741623c7c8b4f538ba8f948e27e486f,1,credit_card,12,83.15
5a54d59c7e7b41af9417e481b31ae371,1,credit_card,6,93.37
d57db8ce19884f9e8879b26aa1d0b65a,1,credit_card,2,128.41
571bec93c7b7439db54405ed2eb48b7e,1,credit_card,1,161.54
769179e6daed46a092d5b21db97702d7,1,credit_card,3,57.64
769179e6daed46a092d5b21db97702d7,2,credit_card,3,35.79
346889be556342848153fbe0a574bebf,1,boleto,1,62.38
33b0d0d3a610404fbcc6e9824f341ffa,1,credit_card,10,169.4
b1b0c6f10f174de4bae8ae4a60887033,1,credit_card,10,77.96
b1b0c6f10f174de4bae8ae4a60887033,2,credit_card,6,73.39
8fddde4f7d96405e827eda722d5d36b0,1,credit_card,10,509.23
1c92c23736c54a07923cbedcc3606d94,1,credit_card,1,176.96
0f961024b2b2415f9446b2b21a1f073b,1,credit_card,6,237.76
477bcb5e76b949879a44f82597698e53,1,credit_card,6,300.37
5de19f5d74fd413f89e8d596d196785d,1,boleto,1,285.33
a84e0d4e0dea4cd29e83dcb53e9a0de2,1,voucher,1,32.48
a84e0d4e0dea4cd29e83dcb53e9a0de2,2,credit_card,12,32.7
0f0688b9a26a47819b0810cd981f9911,1,credit_card,10,460.88
3a713e2d0ea242519437da0b7590ee26,1,credit_card,2,92.24
0ba05f119aa54e4792b6a92664848d96,1,debit_card,1,176.97
0ba05f119aa54e4792b6a92664848d96,2,credit_card,2,103.81
442978748be843a887ee8d5a0cfee749,1,credit_card,1,183.33
75358c1b4f274aa1b60fed6d0ccb111c,1,credit_card,2,177.64
75358c1b4f274aa1b60fed6d0ccb111c,2,credit_card,12,183.71
1f2241480e17460b9020e4b224cdc633,1,boleto,1,43.5
1f2241480e17460b9020e4b224cdc633,2,credit_card,2,75.27
0dc93cf8d51f493cbfcfb9a6d96715d2,1,credit_card,1,94.83
2618abb3ca774346a89c1bbfffc3eaef,1,credit_card,1,67.32
2849dffc685d4be9a825fbf08df86690,1,credit_card,6,148.42
fa882e8a82ea4571a626f90051957d4f,1,credit_card,1,136.53
4756ef74033c49dcbec8639785609f06,1,credit_card,6,299.69
b1210533d9844b84b857ffccc467ef0a,1,credit_card,6,112.76
fb9d963b1ef04476b69ae579d3bdd031,1,boleto,1,498.09
67975633f905467da7a647c63b0353f3,1,credit_card,12,513.4
f595603eed654f4982a576f93b802ec4,1,credit_card,3,189.37
59b3b4b9deb04c5795473bc5273f68bf,1,credit_card,1,203.6
59b3b4b9deb04c5795473bc5273f68bf,2,credit_card,3,88.08
b7571ca4c88e4289bcf6c777d750a7b4,1,credit_card,1,50.13
d9fb636b93b245eabc4ea1fecd40c5d2,1,boleto,1,190.03
d452419f0160423abd73b7ec9bd8caeb,1,voucher,1,49.02
a22821d577d24ca383bdb5ae591ae22c,1,credit_card,1,321.64
34574cdea24f492abff69c541d19a943,1,credit_card,12,95.67
a877bc3aae724ec592eba10327a4b5a0,1,credit_card,10,90.49
b55f719f5a8b41459e6d85b89a95737a,1,credit_card,10,180.5
096b1b682e2c4f15be8859b638a29279,1,credit_card,6,52.05
e75d83abf7fa41e8814dd3e29b0ea151,1,credit_card,2,113.65
91285edd7f3c4df6b77a5a95f096ae01,1,credit_card,12,176.55
711e3f7636854b72b27ca0f8dcf84e28,1,credit_card,6,78.31
1e93817ea633420685ab537e761e4d14,1,credit_card,1,203.66
c734764dcfe44cbea1fd5706b8705c00,1,voucher,1,51.82
c734764dcfe44cbea1fd5706b8705c00,2,credit_card,3,99.04
a8e921ce04754354a13902d61d5ce8d9,1,boleto,1,53.24
a8e921ce04754354a13902d61d5ce8d9,2,debit_card,1,101.5
29a9da58e5114f7987e9ab8c945315fa,1,credit_card,1,462.23
d1025b3d5fd34be9a002daa385304876,1,credit_card,1,143.73
d74ff4de8d4f43178a90bc9385ddad33,1,credit_card,1,64.11
a2746f56cfdb450fa43e55018ea3c740,1,boleto,1,50.1
522bff0630cb43ff81726c67c06ec9b0,1,credit_card,6,181.75
51d7c5ee72dd4ce89ffc95b217cba3d9,1,credit_card,2,105.23
2a8cd4d7166f498cadfef0c181d0d15a,1,credit_card,10,41.11
2a8cd4d7166f498cadfef0c181d0d15a,2,boleto,1,47.86
4644bbb8ce774db59ea32ca2d433564b,1,credit_card,1,199.52
42bc83e5d74a4bff8968d49fc6aa0773,1,boleto,1,198.19
42bc83e5d74a4bff8968d49fc6aa0773,2,boleto,1,98.94
46f621809bc1478b9084ab4e3b74f50f,1,credit_card,2,93.02
263cc85a62624219a99a0faa6c53d148,1,voucher,1,243.8
246ad1c377b649b0a47afc1a13402fd5,1,boleto,1,196.8
92a65be5daab42cc8c34c16a09403954,1,credit_card,1,216.76
b98d8b796e4848c09fd16acdf5832036,1,credit_card,10,226.01
0ca33c7438a64efe990038af2b9a4c15,1,credit_card,1,60.68
0ca33c7438a64efe990038af2b9a4c15,2,credit_card,3,33.25
0892b1c1cde44e17acee077de6e3c633,1,boleto,1,252.7
fbd093fae0e24bae85b223a2cfe15eeb,1,boleto,1,85.97
