order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
706fa9dbb6eb4685bbc89cf7852b3fed,3,60cb7e8ec8444d7b9e5d716e007e2fe4,e25d5fc780414b45839c0e2f4f24ae6c,2018-06-27 20:26:03,18.87,15.99
706fa9dbb6eb4685bbc89cf7852b3fed,4,d949480dc2c74f53b63db17c6d2fe504,7e44b65c343c4708b093fa14d9fbc236,2018-06-23 20:26:03,63.91,7.49
706fa9dbb6eb4685bbc89cf7852b3fed,5,2fb27761838b49e3be31c6d23b790093,2d5e262092da4721906ace8c3a4b1320,2018-06-22 20:26:03,98.57,53.31
431ae7a93c2c48c485d71a14538c8463,1,d7955f9433744dde80a6024fda0c8918,ae2ce88182f142d7aef4ed4c4045430c,2017-06-20 13:02:01,62.62,10.53
dcd8a9a0558f4940ab8d9d03bc93eea4,1,dfbaaf46f57f46c3ae28cf44e9138353,863267a46de04a498ca8dcb049479e27,2017-09-23 18:15:52,49.77,8.31
f8757a9d9317413484d0f8eda9c741f6,1,10b622bd41c6472884b2331d4ef0b57a,863267a46de04a498ca8dcb049479e27,2018-07-06 00:32:25,42.91,57.08
f8757a9d9317413484d0f8eda9c741f6,2,9994980576744af38a2f17dc7c3828ae,a1e004a7988a4a1e8b103037c7bd3b3e,2018-07-05 00:32:25,16.73,54.67
c29fbf9550b34d4e9ab73c08be0e792a,1,01f22805b55541f4a173560820112455,d92a029c67d547b1b0c5728bd67ef10f,2018-01-22 15:44:43,30.7,69.64
2bc3e1ae1dc94b7e8c3a6cf835edd93d,1,b763a1c7e4914bd990ba0ec43cc7215b,d23d6e8778e648b998241c90f0f8fd66,2017-05-14 15:34:36,37.77,33.27
40f1a7ee8f284854a3d1b7b7851e2f99,1,ed11c380ab544eccb446da5920ec7a20,bdd014e132f3458086fab033e814a84e,2018-06-19 12:56:50,127.19,5.6
40f1a7ee8f284854a3d1b7b7851e2f99,2,5094db280c994247b8c4ee6054d7d42f,4972a934bafc45b6b5f5224748609342,2018-06-19 12:56:50,71.87,67.13
40f1a7ee8f284854a3d1b7b7851e2f99,3,91758cfbf0cb433fb383e7278fe0a9d9,f29debbd599a49569102f24195d6105f,2018-06-17 12:56:50,13.32,78.9
efb2011a08554cd3b9293645ca79bce4,1,56f0c772453a491da8d3a19f4ee36682,96571fd9b93641728acae641b7c182d6,2018-07-24 11:41:15,70.76,26.44
686004c787d346719226c626630afcb9,1,1f5220cdb20f42158f6a49e7c3a701b0,1c0845b38b464541997bbc3c0ee18ce4,2018-03-05 15:38:50,40.12,52.08
0e1f2414668941628be2e0b412efeea4,1,4bb78c9d08af46d8965019e1213fce32,dea83f8143df4fd9aa976d3eb834ffde,2017-02-17 00:55:53,31.77,21.41
0e1f2414668941628be2e0b412efeea4,2,7e1c53efbb2142faa1e469ae86775a1e,d92a029c67d547b1b0c5728bd67ef10f,2017-02-20 00:55:53,89.06,69.2
3e361f8b44f0479bba2921d669213e85,1,c9ca8c12e38c418785ca90d9cd9a3df2,0c6c87a5cde34bfda0d102fd8bd4dcdd,2017-12-13 05:18:35,124.56,53.24
73d9e5283af34077bd60202ab9f6b56f,1,21f8f3cbb5f74607a8046ecfc6e27e2b,7e75053c6b7f4b16a386e04482696c6a,2018-08-08 06:51:40,115.01,31.71
73d9e5283af34077bd60202ab9f6b56f,2,289eafcd123f4ed6a9c7a6251b37d494,96d0e961f8c041f19347dfdf4e00fc01,2018-08-14 06:51:40,27.9,43.28
73d9e5283af34077bd60202ab9f6b56f,3,7656be8e352344d3af47d93033da26d1,c50ab66cd71743c4a4474c7df4f5353d,2018-08-10 06:51:40,42.63,71.48
5d092e63b7f742bdbe3eae903d92df3c,1,215d685c278c49e1896ff43b7da09d6a,96571fd9b93641728acae641b7c182d6,2018-06-21 20:45:37,71.17,21.5
e6a6eef170ea4ec9969b26dacc369b07,1,4b5e19618943492c90b76ed98f7e950f,ca74652fa620497580237545dc6709c8,2017-05-18 15:54:08,119.16,72.23
278cfe16b0324b2d8b0e9de581e498fe,1,07eb460ed5e344f4afa85acd738baa82,77a8c227cce5460599334e58a7ff4be9,2017-02-18 18:09:04,37.21,61.57
c238b811d3e745639ae22e8e42d26e95,1,6b7a12126c6e4cdaaedb80b22e540ebf,a32dab7136224d5a848460ae83c9718e,2017-05-06 09:30:51,47.06,29.25
c238b811d3e745639ae22e8e42d26e95,2,043293adcf38462cb9597edd805ab06a,1c0845b38b464541997bbc3c0ee18ce4,2017-04-30 09:30:51,22.53,17.82
c238b811d3e745639ae22e8e42d26e95,3,c9ca8c12e38c418785ca90d9cd9a3df2,e0ebdc94e417485b8dd0fab07819be08,2017-05-05 09:30:51,20.97,28.38
c238b811d3e745639ae22e8e42d26e95,4,fe63f03924504a9b923cf03f3e61277b,0766ba1b0c9b4465b3ca370200c68c24,2017-05-02 09:30:51,104.59,76.49
c238b811d3e745639ae22e8e42d26e95,5,10b622bd41c6472884b2331d4ef0b57a,19c8d1addfc8491b82fc1ecdddf0a99c,2017-05-01 09:30:51,161.58,64.8
a594e32a40f64768bec736bd6de151f0,1,3aea514db8d84ae6895504cf002a54a1,f6f9afc147274766892d1c310248d114,2018-01-23 12:38:48,51.54,31.53
a594e32a40f64768bec736bd6de151f0,2,5d06ce322e904a0abd9d7979155dc567,1d8c912ee9694592ab2326e978ba85fe,2018-01-22 12:38:48,121.85,39.65
a594e32a40f64768bec736bd6de151f0,3,7a65fbe335334cc8b939c38e6e112464,84ac6f9f92974e43be2e0efa1a4a7676,2018-01-20 12:38:48,72.92,5.08
5c1a9e4b142e4529a053d8678361369f,1,c4d9dda5bf4e41f1a445392355f50995,4d11ee0a7d374e279f6466e462f51e66,2018-06-27 07:59:26,32.59,21.92
43dadfb7b716476998d601382eeceaf8,1,87e8561ffa9a473a9c056b85ef1a0095,76c4bfe93d294dfd81e02f550a7ce1c6,2017-10-30 18:52:38,72.9,37.36
43dadfb7b716476998d601382eeceaf8,2,f8187a6f5e5444a1bc8233f49f3c7b52,0bfea77b16924a83a186ae02e8fcc2c2,2017-10-28 18:52:38,186.87,53.53
f00155a626a64b26b4d14b004e407b00,1,6feed46ba6ca42af9dd17dd002a74a26,0bfea77b16924a83a186ae02e8fcc2c2,2017-03-10 04:27:54,53.06,31.44
f00155a626a64b26b4d14b004e407b00,2,82a7fd7b8ef04a64af5bed14676598e2,aaea9a5c75094124b2db196dc4897af0,2017-03-10 04:27:54,190.89,44.17
426a8a73d4d64d279e61ced24dd3ce24,1,e344f60ac26a4166992f6d3fd10f2752,ca74652fa620497580237545dc6709c8,2017-01-26 21:14:59,9.9,47.42
426a8a73d4d64d279e61ced24dd3ce24,2,0a36b05a0ad74b0d9fa1db065beedc03,955cef1329234988832024a72aba0e9c,2017-01-22 21:14:59,105.37,42.73
426a8a73d4d64d279e61ced24dd3ce24,3,50141b8b3afa44ff849c34c4241c3dad,5ba1cfd5d269470d99c5b9c9c1b22bed,2017-01-26 21:14:59,58.54,29.92
426a8a73d4d64d279e61ced24dd3ce24,4,7141a5e6511e47d6b20d8899180489f8,d12f40fc16ae4963862dce8c990dec71,2017-01-26 21:14:59,42.98,47.67
3e8f068254034c42950bd906a03b6526,1,3033001efc094d59a3e9e1c8b910e328,9313ce42a5154f0085363cdf5f52e1d9,2017-03-20 10:36:00,58.76,57.8
99090cc3a2c94dbcad70fb9ea9c0c580,1,6b7a12126c6e4cdaaedb80b22e540ebf,9eb5854a08f142c5a749e688153b2611,2018-07-03 19:58:00,11.13,58.16
3d7644bfd38a44e282cd1dcee4665b1e,1,2504e0014e4848608ea58ddbd91a292e,51eef252c86c495184b5404cc5b85b84,2017-09-16 14:42:27,45.8,40.91
3d7644bfd38a44e282cd1dcee4665b1e,2,a9c4a64603f14ee88abdd5c29f43d3c3,dea83f8143df4fd9aa976d3eb834ffde,2017-09-16 14:42:27,72.65,10.04
ee30bd55b7994b718b729996475622e0,1,4662af5ca3374104b8f0b1e0cb3ac8ff,98b77bdcca2c4f48b785a91563df4e7d,2017-11-12 20:53:58,178.09,72.44
ee30bd55b7994b718b729996475622e0,2,3e287ce47fec436eb79505d507a50d63,8b51b0237f8b4ba0a6b39e8219aa65a8,2017-11-09 20:53:58,36.07,29.88
ee30bd55b7994b718b729996475622e0,3,f7bc1c0362ed4f859e6de0d69a52992e,3f0b714a3fa8440793c9810fe82bb6aa,2017-11-05 20:53:58,28.59,54.3
ee30bd55b7994b718b729996475622e0,4,cae9476ed0064f25a1c89a9a6998cf6f,b0708ae43610432bbe5f0c2b3488bec4,2017-11-07 20:53:58,36.55,59.18
ee30bd55b7994b718b729996475622e0,5,f63ca1e7bf09478ab592aa5c9250eef4,dc67833a0de3494996a4c3c08bfa499d,2017-11-05 20:53:58,113.56,9.05
cea24006b6e04185822ec93e304c7272,1,687d20f18d104f3a8c6910948b1d565f,1da725eeb5474a9eaa7a70f6cca46c41,2018-02-13 01:01:04,71.02,51.9
750aec66a97b4a7f8eb940960a657afd,1,4b316772b6e74132879524f6492adf88,68d76ab6c92242379e654cce92c298db,2017-04-12 09:11:33,35.74,9.44
750aec66a97b4a7f8eb940960a657afd,2,f95a543d46a647428963f8d3bfc6299f,b2d9181ab7fa4fae8982e37b2a023cd9,2017-04-14 09:11:33,82.32,41.55
750aec66a97b4a7f8eb940960a657afd,3,06584ccf68b9493991a8e0f8deed7b01,ff619e0c35e54dc4b033b595b7b4617a,2017-04-13 09:11:33,59.01,59.84
5c0780a32a7b4631828c4d6308498b91,1,b2ef9bccdf7c4438aed8bb3c0ad21ef5,aaea9a5c75094124b2db196dc4897af0,2018-04-15 08:04:55,118.5,9.95
5c0780a32a7b4631828c4d6308498b91,2,3033001efc094d59a3e9e1c8b910e328,8aec483150b045e6a1933ac629bd51c2,2018-04-17 08:04:55,31.14,57.58
5c0780a32a7b4631828c4d6308498b91,3,b6918a225b1046ce9183e748d6ef8167,15e8b94a1df549e0849260cace9b1e8b,2018-04-14 08:04:55,42.01,14.57
5c0780a32a7b4631828c4d6308498b91,4,9059f3b6499f4ccd98c30b155a98d444,5c104b3ec1e84f3a833310d7cf5f6e50,2018-04-14 08:04:55,39.9,25.77
ff8f524f1c6845c195e60abd3bb04a9d,1,1cf5bb483f31433d9ecbb7e7e473ed6e,e96d816f960849c48219e1d29b89b041,2017-04-11 13:43:50,16.93,14.79
ff8f524f1c6845c195e60abd3bb04a9d,2,dfbaaf46f57f46c3ae28cf44e9138353,f4c4e1ade46b4a6ebd5ea0bcc8acd331,2017-04-14 13:43:50,69.19,68.79
8bc610265bf64137971ccbceb5e30ced,1,cd0fcd415954423f8fd79e8fdcdb2cee,1ae8f22b2f724ccc992dc0b209869a25,2017-03-16 05:06:02,67.28,32.97
2d33dba58c3f4c73a4f7c848560730af,1,ff48aa904cc849e583cc04dd739c9c81,47cef422e99840a7a70a6484a7c99595,2017-04-12 20:53:44,54.82,42.75
9bc1e39d8a60468195b8af51a4019ad1,1,944690eda4654799b3c9b915d9ab1f3f,7169f0db290a4559af59dc5388a1b923,2018-06-05 04:58:47,45.26,24.01
ef2c67dabbff4d6a8cd496768cad3e79,1,97366c92d14040b49310a856edfa3da1,973b8af28dbf4ca0b9aeff6ba3681689,2017-08-24 21:18:47,17.6,58.64
ded50bf974934d0d936940d66cfd57ea,1,20b1ae89354c472ea2e953b490654df0,28a1c968741b400aa4bb99a20aac059b,2018-04-04 05:23:30,39.0,39.47
ed45672577604ed891a75a319dd7da1c,1,99fc5f5da51e453e8ad81260997b4224,60a92aff3af24f8aa1d42f29bc2026a4,2018-02-07 14:05:38,41.51,14.9
b8e6923fa81444279992b8ff4fa0616d,1,1a37d7dc59464caba8d958fffb1bb6bd,e7a942f540544908a1c9b8109cb8a78b,2017-06-01 01:56:49,28.74,79.3
0f5c34b7a1464fe6a9b387c1c25acaba,1,97366c92d14040b49310a856edfa3da1,5422c61d30354c91909bb7bd62d805bf,2018-04-17 16:47:05,47.99,40.23
03cf03cf65944fb28de88329965829ff,1,4662af5ca3374104b8f0b1e0cb3ac8ff,94c489bfbbdf47aba94eb2c4058d0da8,2017-08-09 11:01:51,75.43,48.65
05781ca9dbc644718182a2be6ae2b700,1,a1d03273bf184603a21e44008273bbbb,3847e14714c1403cac90ad020f494826,2017-10-27 12:56:17,246.89,24.78
05781ca9dbc644718182a2be6ae2b700,2,c1ac96c1ed8345acac0588926daf4cc7,cd22707e324c419ca6be7b0323de6ee9,2017-10-31 12:56:17,62.78,10.02
05781ca9dbc644718182a2be6ae2b700,3,3f9106eac17946fb960e0f6b8bb4f629,96571fd9b93641728acae641b7c182d6,2017-10-29 12:56:17,67.09,16.31
05781ca9dbc644718182a2be6ae2b700,4,3825d87560bd464685acc27800189ab3,9cb52f5188fe4d0f9f7a6a3b6fbe161d,2017-10-28 12:56:17,51.44,36.48
c3c00e9993f34e86a4020771d8308b30,1,5af580fbb8fa4dd4a4a4be539c3747de,cceaaacab776402c9191f1aeeb8e5afd,2018-06-19 11:21:09,11.76,46.79
ceaf8b7a0b2041ec829a2a466f964c12,1,b4ef523c877448a58008915b4b2a6016,128e6c33f6824c70be4f0ce5e281a204,2018-03-02 05:58:50,53.45,39.54
ca4d65c09cf844bf92bcaa589d93765a,1,45d2e55badd04f3c868b6c5ba237e9b6,94c489bfbbdf47aba94eb2c4058d0da8,2018-07-05 05:20:53,57.29,22.54
ca4d65c09cf844bf92bcaa589d93765a,2,b763a1c7e4914bd990ba0ec43cc7215b,98b77bdcca2c4f48b785a91563df4e7d,2018-06-30 05:20:53,391.74,47.77
6527c17106f848ef822ff7440dad2ce0,1,d949480dc2c74f53b63db17c6d2fe504,8aec483150b045e6a1933ac629bd51c2,2018-05-29 13:17:47,46.81,27.74
6527c17106f848ef822ff7440dad2ce0,2,9a6ef8f0b7ce4b23b29154811a0c082d,a16532e6c0c44291a5346fa7405940b9,2018-06-02 13:17:47,69.49,27.54
6527c17106f848ef822ff7440dad2ce0,3,05136f1e741f483e84c80789d1bed589,28a1c968741b400aa4bb99a20aac059b,2018-06-04 13:17:47,53.1,34.36
5b0bc979bebd438eb281e2140db1b708,1,27c857c4aefa41458ac1c0102ac4f70f,99843d3080a14bc5bf045faeb35b8196,2017-09-09 17:23:02,21.44,58.8
0c199c2876a6475e8164e1a8bb2bd1c2,1,769f9973fce9444e97e7209b6a13c04d,e5e5c093f35d48c786b4276f8e9aaccf,2017-07-19 05:41:28,136.22,53.54
ac963ba060004680804db486fc0a8ce9,1,c4d957ef6ebf4abbbdef7688eb8dce6c,8fa6acdb109f4cc49fb4626b5c84fc10,2018-06-21 06:17:50,99.64,68.49
95cb5dad23ec4b9c9d198980d9e89e0c,1,0a36b05a0ad74b0d9fa1db065beedc03,3847e14714c1403cac90ad020f494826,2017-09-21 01:12:50,102.8,27.16
54f9b037e5bf4a6aa9163a698fab3302,1,3d273151eba14b2cb37b7df60c2ae628,a5f9c2e3c4b34cc2aabdec81d53560b4,2017-01-13 15:51:57,26.38,73.97
0b8577042f904614839bdd90caa6842c,1,623d55d80e77455789407f804f4affcb,ff619e0c35e54dc4b033b595b7b4617a,2017-04-14 22:16:19,167.71,24.99
0b8577042f904614839bdd90caa6842c,2,30a7652868a949038e4210780f053e54,9c343f8f4888403ba4f157e3f8bebcfe,2017-04-09 22:16:19,17.79,45.04
b1e3801f119e48c98e86d416d6edbd8d,1,65b500f5a0c94415a76a52b94b1df2b0,5422c61d30354c91909bb7bd62d805bf,2018-01-20 07:09:08,87.31,60.49
742b8ed2cb7f457f9cc88a0fc780996f,1,ebed86afdec841e99c9e1f130ae95b81,96d0e961f8c041f19347dfdf4e00fc01,2018-03-11 09:29:32,314.93,59.33
742b8ed2cb7f457f9cc88a0fc780996f,2,48a237f4fb924ea4872c138caa7e1fd8,4465af63ecfd4a819f4307fa0a9fbff7,2018-03-09 09:29:32,24.72,54.35
742b8ed2cb7f457f9cc88a0fc780996f,3,fe913ed101b743e597a5d16503354ad0,21d4f5d592a74346a03d927ad91cca17,2018-03-14 09:29:32,34.71,24.78
742b8ed2cb7f457f9cc88a0fc780996f,4,1099042fa5264f069e81385e2eb4a1c6,c217ea0f9edc4130b161cb31b446fe98,2018-03-13 09:29:32,59.13,65.37
137ae4f248304409adb0b894c4a2ba75,1,ca023894ad954c188166bac1b423a28a,30ffb2b4564d49838d7cc1e92967c2b1,2017-09-14 23:52:56,36.5,78.06
137ae4f248304409adb0b894c4a2ba75,2,5d06ce322e904a0abd9d7979155dc567,cceaaacab776402c9191f1aeeb8e5afd,2017-09-07 23:52:56,15.79,32.35
137ae4f248304409adb0b894c4a2ba75,3,1e6e53a442cf43d9b4044b80bc2c9938,b0430b335d944c45be311ea3fa0ef34b,2017-09-10 23:52:56,57.68,24.56
52f64945d335487fbe08b746ff2622b5,1,40be1bf9d74a4d738c4535f1fac0a53b,0c6c87a5cde34bfda0d102fd8bd4dcdd,2018-02-23 23:16:24,23.34,10.82
2eddf38d90c74980a724a82a62fd8e3e,1,fb47877844c94e5eb660e1f4ce39ec26,a0379ce8b48a4f199b44810aac488d41,2017-04-20 02:07:05,79.75,35.43
2eddf38d90c74980a724a82a62fd8e3e,2,07e9b28f90174f148be45dba7782ec98,f3242211a89b465680fd92b39ec2212a,2017-04-17 02:07:05,26.17,32.73
4e2fe1f438f84f7a8079286c9ec0c4d2,1,6c663eef7bab4f988e6091027297f26c,7e44b65c343c4708b093fa14d9fbc236,2017-04-16 03:40:37,188.66,42.45
a36299404a36434fb342f0e4760fae5d,1,144373bde73d4db3beeb13ee876c0679,83b3dbfeef1847f5bfabd7a07212c786,2018-07-25 10:47:43,29.18,59.13
a36299404a36434fb342f0e4760fae5d,2,a81ed9b1bd364ae487fb0033db21faa2,4972a934bafc45b6b5f5224748609342,2018-07-26 10:47:43,42.2,76.02
5b966f615d1b497ca1696cc82316c246,1,f1f231677cff44ed93106bda6216a875,59798619977a401c93566a89a1c939af,2017-11-29 20:37:42,104.67,47.32
8dc50684de644d52a031ef015c192db6,1,62697fe011964a59af24a18690661400,96571fd9b93641728acae641b7c182d6,2018-02-04 02:13:54,20.4,74.84
8dc50684de644d52a031ef015c192db6,2,65b500f5a0c94415a76a52b94b1df2b0,47cef422e99840a7a70a6484a7c99595,2018-02-04 02:13:54,65.49,77.17
8dc50684de644d52a031ef015c192db6,3,b45dc5988daf41c991bcf22a7dde71b3,a96f5246cadc47729b77f2b3968ea07d,2018-02-01 02:13:54,155.36,72.95
8dc50684de644d52a031ef015c192db6,4,9994980576744af38a2f17dc7c3828ae,d12f40fc16ae4963862dce8c990dec71,2018-01-31 02:13:54,15.09,30.74
8dc50684de644d52a031ef015c192db6,5,13b5620470ae480cb5f538bebde9f66f,c6aa8155d6ec48c49a76d2d985171b70,2018-01-29 02:13:54,63.29,47.95
3d8c933f07c8485aa331eec94b9a09f6,1,aa0481df73b14d6faf3a1966ac038315,df1a5177dcc146e9a401a01e5defcc36,2017-07-04 16:28:19,67.22,43.1
3d8c933f07c8485aa331eec94b9a09f6,2,40be1bf9d74a4d738c4535f1fac0a53b,285e3c924c46430aa19f396d4b1e2b68,2017-07-02 16:28:19,102.05,62.03
3d8c933f07c8485aa331eec94b9a09f6,3,47466f4f111a4eda8420fecb45838d55,484458ef32024313beb0da39bab0e28e,2017-07-05 16:28:19,20.3,63.99
3d8c933f07c8485aa331eec94b9a09f6,4,b2a4c5bc18314d269af230441da23c35,9d5cbed7b6174d7db2f024cba538ba5d,2017-07-06 16:28:19,18.98,34.78
40942d40f3064df38e9eea0cdae1fa86,1,5effba4df7d04d608d1f03ff4d071145,285bbf96a4cb4b8dac9144e2a551c9df,2017-03-18 00:20:32,82.89,6.02
40942d40f3064df38e9eea0cdae1fa86,2,c96b69f7d8564a8dab6c988ac705b10c,c3665b5f70ed49009fc49e53543cc2b3,2017-03-17 00:20:32,69.24,22.97
40942d40f3064df38e9eea0cdae1fa86,3,aad8b3d7934d4165a425706742a6199e,a1e004a7988a4a1e8b103037c7bd3b3e,2017-03-16 00:20:32,66.71,24.93
5d9d7cdd43a94cf2ac0d251bbcf51a66,1,b11bb44afee845af8dd79c4b1baf1068,83ac2be615064e7b9b8b95791eb5ff8f,2017-05-12 05:55:54,72.04,79.83
f2187ccb96744070a517673e357258fd,1,aaa47c13a7904cdcac0bbc46a5d9045e,a32dab7136224d5a848460ae83c9718e,2017-08-17 00:38:46,31.69,23.59
f2187ccb96744070a517673e357258fd,2,60484444f00a48b382e0e210d29cfb23,21ce34bc8d9e435abbeb8605fde7d741,2017-08-20 00:38:46,65.75,66.24
f2187ccb96744070a517673e357258fd,3,2738ed594a004d11ac1835f2a7a9a6f2,47cef422e99840a7a70a6484a7c99595,2017-08-19 00:38:46,69.02,71.46
f2187ccb96744070a517673e357258fd,4,9c32db437b42486e9018b34fdfec3d90,a1e004a7988a4a1e8b103037c7bd3b3e,2017-08-14 00:38:46,30.83,38.96
dc5c4ebc5332421589d66b8fb5ee0e23,1,4870875ac833428b8829c289b19624b5,432acb00782048d8abd2eb4d1386cecd,2017-12-06 07:37:39,242.89,21.95
